Cruise	Station	Type	Time	Latitude [Deg.north]	Longitude [Deg. East]	bottom depth [m]	CTD number	Bottle number	Pressure [db]	Depth [m]	Temperature [Deg. Celcius]	Potential temperature [Deg. Celcius]	Salinity	Potential density [kg m-3]	Oxygen CTD raw [micromol L-1]	Fluorescence wetlabs [RFU]	Beam attenuation [m-1]	CDOM wetlabs [microgram L-1]	PAR [micromol m-2 d-1]	SPAR [micromol m-2 d-1]	O2winkler[micromol L-1]	QF O2winkler	oxygen CTD cal [micromol L-1]	Fluorescence ECO [RFU]	bbp [m-1]	cp [m-1]	POC [micromol L-]	QF POC	PON [micromol L-1]	QF PON	Bacteria Abundance [cell/mL]	QF BA	% HNA	QF %HNA	Syne Abundance [cell/ml]	QF SA	Nano Abundance [cell/mL]	QF NA	Pico Abundance [cell/mL]	QF PA	Proc Abundance [cell/mL]	QF ProA	PO4 [microM]	Q PO4	Si(OH)4 [microM]	QSi(OH)4	NO2 [microM]	QNO2	NO3 [microM]	QNO3	Chlorophyll c3	Chlc3-QA	Chlorophyll c1+c2+MgDVP	Chlc2-QA	Sum Chlorophyllide_a	Chlda-QA	Peridinin	Peri-QA	Sum_Phaeophorbid_a	Phda-QA	19'-Butanoyloxyfucoxanthin	But-QA	Fucoxanthin	Fuco-QA	Neoxanthin	Neo-QA	Prasinoxanthin	Pras-QA	Violaxanthin	Viola-QA	19'-Hexanoyloxyfucoxanthin	Hex-QA	Diadinoxanthin	Diadino-QA	Antheraxanthin	Anthera-QA	Alloxanthin	Allo-QA	Diatoxanthin	Diato-QA	Zeaxanthin	Zea-QA	Lutein	Lut-QA	Bacteriochlorophyll a	Bchla-QA	Divinyl Chlorophyll b	DVChlb-QA	Chlorophyll b	Chlb-QA	TChlb	TChlb-QA	Divinyl Chlorophyll a	DVChla-QA	Chlorophyll a	Chla-QA	Total Chlorophyll a	Tchla-QA	Sum Phaeophytin a	Phytna-QA	Sum Carotenes	Tcar-QA	AT [µmol/kg]	QF AT	CT [µmol/kg]	QF DIC
SOCLIM	SI	B	2016-10-21T07:13:40	-58.49918	61.49856	4908	13	9	251.288	248.798	1.8991	1.8858	34.494	27.5752	175.162	0.0178	0.5466	41.2637	3.51E-02	1.23E+03	185.2436337	1	186.212	0.01	3.26E-04	1.55E-02	0.5	1	0.18	1	1.23E+05	1	68.2	1	0.00E+00	1	7.09E+00	1	1.42E+00	1	0.00E+00	6	2.46	1	75.1	1	0.03	1	37.35	1	0.0002	0	0.0007	0	LOD	0	LOD	0	0.0032	0	LOD	0	0.0021	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0004	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0043	0	0.0043	0	0.002	0	0.0002	0	2327.4	1	2253	1
SOCLIM	SI	B	2016-10-21T07:16:06	-58.49926	61.4983	4908	13	10	202.286	200.305	1.337	1.3273	34.3549	27.5046	210.699	0.0207	0.5478	215.1033	1.34E-01	1.00E+03	216.5248917	1	221.749	0.014	3.80E-04	2.06E-02	0.63	1	0.21	1	1.30E+05	1	69.6	1	0.00E+00	1	1.70E+01	1	8.51E+00	1	0.00E+00	6	2.4	1	66.56	1	0.03	1	36.34	1	0.0011	0	0.0018	0	LOD	0	LOD	0	0.0048	0	0.0014	0	0.0064	0	LOD	0	LOD	0	LOD	0	0.0009	0	0.0008	0	0	0	0.0004	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0124	0	0.0124	0	0.0027	0	0.0004	0	2317.4	1	2240.8	1
SOCLIM	SI	B	2016-10-21T07:18:33	-58.49933	61.4977	4908	13	11	150.451	148.996	-1.1776	-1.1814	33.9154	27.2808	335.575	0.094	0.5679	0.8928	7.24E-01	9.93E+02	347.7861466	1	346.625	0.137	6.12E-04	3.53E-02	1.55	1	0.32	1	2.08E+05	1	63.5	1	0.00E+00	1	2.34E+02	1	8.35E+02	1	0.00E+00	6	1.92	1	37.94	1	0.23	1	29.82	1	0.0143	2	0.0182	0	LOD	0	LOD	0	0.008	0	0.0118	0	0.0459	0	0.0013	0	0.0033	0	0.001	0	0.0242	0	0.0057	0	0	0	0.0028	0	LOD	0	0.0006	0	LOD	0	LOD	0	LOD	0	0.0112	0	0.0112	0	LOD	0	0.1309	0	0.1309	0	0.0042	0	0.0027	2	2292.1	1	2181.3	1
SOCLIM	SI	B	2016-10-21T07:20:04	-58.49956	61.49774	4908	13	12	127.023	125.801	-1.0922	-1.0954	33.8873	27.255	342.609	0.1602	0.5908	3.8823	1.66E+00	9.69E+02		9	353.659	0.289	8.27E-04	5.79E-02	2.69	1	0.52	1	2.10E+05	1	62	1	0.00E+00	1	5.08E+02	1	1.36E+03	1	0.00E+00	6	1.9	1	36.15	1	0.23	1	29.25	1	0.0237	2	0.0372	0	LOD	0	0.0025	0	0.0102	0	0.0182	0	0.0819	0	0.002	0	0.0048	0	0.0017	0	0.0499	0	0.0119	0	0	0	0.0047	2	0.0006	0	0.0009	0	0.0009	0	LOD	0	LOD	0	0.0148	0	0.0148	0	LOD	0	0.234	0	0.234	0	0.004	0	0.0042	2	2289.6	1	2174.6	1
SOCLIM	SI	B	2016-10-21T07:22:06	-58.4996	61.49739	4908	13	13	102.623	101.642	-1.1143	-1.1168	33.8821	27.2515	344.016	0.1999	0.6035	4.9895	5.27E+00	1.17E+03	357.7097233	1	355.066	0.373	9.45E-04	7.16E-02	2.79	1	0.52	1	2.13E+05	1	62.2	1	0.00E+00	1	5.67E+02	1	1.64E+03	1	0.00E+00	6	1.9	1	36.22	1	0.24	1	29.45	1	0.0229	2	0.0402	0	LOD	0	0.0039	0	0.0102	0	0.0178	0	0.0847	0	0.0019	0	0.0047	0	0.002	0	0.0573	0	0.016	0	0	0	0.0046	2	0.0007	0	0.0009	0	0.0007	0	LOD	0	LOD	0	0.0136	0	0.0136	0	LOD	0	0.2404	0	0.2404	0	0.0035	0	0.0045	0	2290.2	1	2175.2	1
SOCLIM	SI	B	2016-10-21T07:24:11	-58.49959	61.49718	4908	13	14	75.724	75.005	-1.114	-1.1159	33.875	27.2457	346.372	0.2111	0.6085	122.1107	1.48E+01	1.09E+03		9	357.422	0.378	1.04E-03	7.83E-02	3.31	1	0.59	1	1.99E+05	1	62.3	1	0.00E+00	1	6.37E+02	1	1.64E+03	1	0.00E+00	6	1.89	1	36.01	1	0.24	1	29.18	1	0.0214	2	0.0382	0	0.007	0	0.0041	0	0.0079	0	0.0153	0	0.0771	0	0.0016	0	0.0041	0	0.0021	0	0.0573	0	0.0237	0	0	0	0.0044	2	0.001	0	0.001	0	0.0005	0	LOD	0	LOD	0	0.0127	0	0.0127	0	LOD	0	0.2292	0	0.2362	0	0.0035	0	0.0046	0	2291	1	2176.5	1
SOCLIM	SI	B	2016-10-21T07:28:12	-58.49958	61.49659	4908	13	15	50.742	50.263	-1.1169	-1.1181	33.874	27.245	346.73	0.2088	0.6083	246.4921	4.23E+01	1.13E+03		9	357.78	0.344	9.55E-04	7.87E-02		9		9	1.93E+05	1	63.7	1	0.00E+00	1	7.80E+02	1	1.55E+03	1	0.00E+00	6	1.88	1	35.87	1	0.23	1	29.14	1	0.0192	0	0.0368	0	0.0074	0	0.0048	0	0.0071	0	0.0146	0	0.0732	0	0.0015	0	0.0042	0	0.0023	0	0.0574	0	0.027	0	0	0	0.0045	2	0.0013	0	0.001	0	0.0006	0	LOD	0	LOD	0	0.0111	0	0.0111	0	LOD	0	0.2219	0	0.2293	0	0.0023	0	0.0047	0	2287.4	1	2174.2	1
SOCLIM	SI	B	2016-10-21T07:29:39	-58.49948	61.4966	4908	13	16	39.598	39.226	-1.1178	-1.1187	33.874	27.245	346.707	0.2899	0.6113	245.2931	6.17E+01	1.08E+03	359.3071704	1	357.757	0.325	9.12E-04	7.89E-02	3.14	1	0.5	1	1.90E+05	1	66.9	1	1.42E+00	1	7.83E+02	1	1.67E+03	1	0.00E+00	6	1.88	1	36	1	0.24	1	29.22	1	0.0187	2	0.0366	0	0.0069	0	0.0044	0	0.0066	0	0.0141	0	0.072	0	0.0015	0	0.0042	0	0.0022	0	0.0579	0	0.0261	0	0	0	0.0044	0	0.0013	0	0.001	0	0.0006	0	LOD	0	LOD	0	0.0114	0	0.0114	0	LOD	0	0.2202	0	0.2271	0	0.0023	0	0.0045	0	2287.7	1	2173.6	1
SOCLIM	SI	B	2016-10-21T07:31:00	-58.4994	61.49636	4908	13	17	30.279	29.995	-1.1182	-1.1189	33.873	27.2442	347.136	0.114	0.6081	3.5751	1.06E+02	1.17E+03		9	358.186	0.254	8.72E-04	7.90E-02		9		9		9		9		9		9		9		9	1.88	1	35.94	1	0.23	1	29.17	1	0.0183	0	0.0349	0	0.0069	0	0.0047	0	0.0068	0	0.0142	0	0.0702	0	0.0013	0	0.0038	0	0.0019	0	0.0534	0	0.027	0	0	0	0.0044	0	0.0016	0	0.0009	0	0.0005	0	LOD	0	LOD	0	0.0103	0	0.0103	0	LOD	0	0.2129	0	0.2199	0	0.0021	0	0.0045	0	2287.5	1	2174.2	1
SOCLIM	SI	B	2016-10-21T07:33:07	-58.49938	61.49607	4908	13	18	20.454	20.262	-1.1203	-1.1208	33.8731	27.2443	346.831	0.1497	0.6075	4.2651	1.76E+02	1.22E+03	359.8063168	1	357.881	0.173	8.93E-04	7.83E-02	3.84	1	0.58	1	1.91E+05	1	63.2	1	0.00E+00	1	6.33E+02	1	1.72E+03	1	0.00E+00	6	1.87	1	35.94	1	0.24	1	29.2	1	0.02	0	0.0365	0	0.007	0	0.0043	0	0.0061	0	0.014	0	0.0722	0	0.0017	0	0.0041	0	0.0025	0	0.0571	0	0.0302	0	0	0	0.0044	0	0.0018	0	0.0012	0	0.0006	0	LOD	0	LOD	0	0.0119	0	0.0119	0	LOD	0	0.2204	0	0.2273	0	0.002	0	0.0047	2	2288.3	1	2173.8	1
SOCLIM	SI	B	2016-10-21T07:36:12	-58.4991	61.49486	4908	13	19	10.359	10.263	-1.1223	-1.1225	33.8726	27.244	346.597	0.0624	0.6073	93.6837	3.48E+02	1.24E+03		9	357.647	0.096	9.26E-04	7.84E-02		9		9		9		9		9		9		9		9	1.87	1	35.89	1	0.24	1	29.13	1																																																					2289.6	1	2173.7	1
SOCLIM	SI	B	2016-10-21T07:36:21	-58.49908	61.49482	4908	13	20	10.931	10.829	-1.1186	-1.1189	33.8726	27.2438	347.313	0.083	0.609	8.0042	3.23E+02	1.25E+03	360.0505634	1	358.363	0.096	9.26E-04	7.84E-02	3.34	1	0.48	1	1.88E+05	1	63.5	1	0.00E+00	1	6.10E+02	1	1.62E+03	1	0.00E+00	6		9		9		9		9	0.0196	0	0.035	0	0.006	0	0.0039	0	0.0047	0	0.0141	0	0.0701	0	0.0016	0	0.0039	0	0.0021	0	0.0552	0	0.0294	0	0	0	0.0045	0	0.0021	0	0.0012	0	0.0007	0	LOD	0	LOD	0	0.0119	0	0.0119	0	LOD	0	0.2183	0	0.2243	0	0.0017	0	0.0045	2		9		9
SOCLIM	SI	B	2016-10-21T07:14:04	-58.4992	61.49853	4908	13	21	253.29	250.778	1.9061	1.8926	34.4963	27.5765	175.046	0.0242	0.5461	9.0931	3.14E-02	1.14E+03		9	186.096	0.01	3.26E-04	1.54E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	SI	B	2016-10-21T07:22:41	-58.49962	61.49738	4908	13	22	101.927	100.954	-1.1149	-1.1175	33.8795	27.2494	344.865	0.1982	0.6056	6.663	7.14E+00	1.46E+03		9	355.915	0.373	9.70E-04	7.24E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	SI	B	2016-10-21T07:28:25	-58.49958	61.49658	4908	13	23	51.478	50.992	-1.1171	-1.1184	33.874	27.245	346.602	0.2065	0.6088	200.6354	4.18E+01	1.15E+03		9	357.652	0.348	9.50E-04	7.87E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	SI	B	2016-10-21T07:36:27	-58.49908	61.49476	4908	13	24	10.864	10.763	-1.1189	-1.1192	33.8725	27.2438	346.913	0.0738	0.6083	134.7835	3.04E+02	1.24E+03		9	357.963	0.096	9.26E-04	7.84E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	A3_2	B	2016-10-24T02:42:31	-50.63283	72.05832	526	14	1	505.061	500.092	2.2401	2.211	34.3653	27.4463	191.263	0.0241	0.8185	8.6071	5.99E-03	3.40E+02	202.4230249	1	202.313	0.006			0.93	1	0.2	1	1.68E+05	1	65.7	1	0.00E+00	1	1.35E+00	1	0.00E+00	1	0.00E+00	6	2.31	1	66.41	1	0.01	1	35.88	1	LOD	0	0.0006	0	LOD	0	LOD	0	0.0074	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0016	0	0.0016	0	0.0018	0	0.0006	0	2316	1	2239.4	1
SOCLIM	A3_2	B	2016-10-24T02:44:35	-50.63302	72.05763	526	14	2	453.124	448.722	2.2322	2.2063	34.3594	27.442	193.18	0.0229	0.6878	9.2627	5.99E-03	3.79E+02		9	204.23	0.007	1.51E-03	1.34E-01		9		9		9		9		9		9		9		9	2.3	1	64.66	1	0.02	1	35.97	1																																																					2313.2	1	2236.2	1
SOCLIM	A3_2	B	2016-10-24T02:46:29	-50.63334	72.05697	526	14	3	402.614	398.751	2.1795	2.1569	34.3059	27.4031	206.287	0.0212	0.5684	5.2211	5.93E-03	3.68E+02	229.892275	3	217.337	0.006	4.60E-04	2.26E-02	0.49	1	0.16	1	1.54E+05	1	60.8	1	2.70E+00	1	4.06E+00	1	0.00E+00	1	0.00E+00	6	2.23	1	54.77	1	0.02	1	35.07	1	LOD	0	0.0004	0	LOD	0	LOD	0	0.0041	0	LOD	0	0.0023	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0003	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0035	0	0.0035	0	LOD	0	0.0003	0	2309.1	1	2226	1
SOCLIM	A3_2	B	2016-10-24T02:48:27	-50.63355	72.05684	526	14	4	353.177	349.83	2.1065	2.087	34.2363	27.353	222.578	0.0202	0.5724	5.338	5.93E-03	3.55E+02		9	233.628	0.006	4.85E-04	2.47E-02	0.68	1	0.17	1		9		9		9		9		9		9	2.2	1	51.68	1	0.01	1	34.57	1																																																					2304.8	1	2218.6	1
SOCLIM	A3_2	B	2016-10-24T02:52:10	-50.63396	72.05628	526	14	5	302.493	299.663	2.0233	2.007	34.1703	27.3064	241.323	0.0199	0.5676	240.8274	1.00E-02	3.42E+02	252.6339259	1	252.373	0.006	4.41E-04	2.01E-02	1.17	1	0.19	1	1.72E+05	1	64.9	1	8.11E+00	1	1.35E+01	1	4.06E+00	1	0.00E+00	6	2.13	1	45.31	1	0.02	1	33.56	1	0.0009	0	0.0019	0	LOD	0	LOD	0	0.0099	0	0.0008	0	0.0062	0	LOD	0	LOD	0	LOD	0	0.0006	0	0.0009	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0119	0	0.0119	0	0.0053	0	0.0007	0	2298.8	1	2207	1
SOCLIM	A3_2	B	2016-10-24T02:53:36	-50.63408	72.05585	526	14	6	276.292	273.725	1.946	1.9314	34.1119	27.2655	258.349	0.0197	0.5628	150.2808	8.22E-03	3.31E+02		9	269.399	0.004	3.43E-04	1.59E-02		9		9		9		9		9		9		9		9	2.08	1	39.34	1	0.02	1	33.07	1																																																					2295.1	1	2197.3	1
SOCLIM	A3_2	B	2016-10-24T02:54:54	-50.63426	72.05543	526	14	7	251.805	249.48	1.9077	1.8945	34.0824	27.2446	268.199	0.0247	0.561	57.0016	6.85E-03	3.24E+02	280.1803425	1	279.249	0.006	3.11E-04	1.50E-02	1.28	1	0.24	1	1.99E+05	1	62.5	1	3.38E+01	1	1.89E+01	1	1.22E+01	1	0.00E+00	6	2.05	1	36.22	1	0.03	1	32.4	1	0.0018	0	0.003	0	LOD	0	LOD	0	0.0126	0	0.0013	0	0.013	0	LOD	0	LOD	0	LOD	0	0.0009	0	0.0017	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0249	0	0.0249	0	0.0105	0	0.0013	0	2293	1	2191.5	1
SOCLIM	A3_2	B	2016-10-24T02:56:45	-50.63446	72.05498	526	14	8	226.17	224.095	1.8994	1.8877	34.048	27.2176	279.027	0.0269	0.5621	11.5483	5.87E-03	3.13E+02		9	290.077	0.014	3.18E-04	1.55E-02		9		9		9		9		9		9		9		9	1.99	1	32.91	1	0.03	1	31.74	1																																																					2291.1	1	2186.2	1
SOCLIM	A3_2	B	2016-10-24T02:58:00	-50.63456	72.05482	526	14	9	202.477	200.632	1.8592	1.8488	33.997	27.1796	298.338	0.0351	0.5622	7.337	6.05E-03	3.15E+02	310.9796608	1	309.388	0.018	3.80E-04	1.68E-02	1.04	1	0.22	1	2.69E+05	1	60.8	1	7.43E+01	1	7.57E+01	1	1.39E+02	1	0.00E+00	6	2.11	3	27.56	1	0.07	1	30.9	1	0.0051	0	0.0078	0	0.0015	2	LOD	0	0.022	0	0.0029	0	0.0333	0	0.0016	2	0.0006	2	LOD	0	0.0021	0	0.0043	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0018	0	0.0018	0	LOD	0	0.0688	0	0.0703	0	0.0187	0	0.003	0	2288.3	1	2176.3	1
SOCLIM	A3_2	B	2016-10-24T02:59:20	-50.63472	72.05484	526	14	10	175.455	173.867	1.8243	1.8154	33.956	27.1492	312.828	0.0469	0.5708	3.2541	6.05E-03	3.20E+02		9	323.878	0.043	4.82E-04	2.59E-02		9		9		9		9		9		9		9		9	1.92	1	24.16	1	0.02	1	30.19	1																																																					2285.5	1	2168.9	1
SOCLIM	A3_2	B	2016-10-24T03:00:30	-50.63488	72.05472	526	14	11	152.856	151.481	1.8979	1.8901	33.9333	27.1255	323.199	0.1742	0.6071	245.8067	1.04E-02	3.38E+02	335.5162574	1	334.249	0.276	1.17E-03	7.30E-02	4.05	1	0.71	1	4.03E+05	1	68.1	1	1.38E+02	1	2.50E+02	1	6.96E+02	1	0.00E+00	6	1.88	1	21.36	1	0.28	1	29.22	1	0.0306	0	0.0694	0	0.0176	0	LOD	0	0.0549	0	0.01	0	0.299	0	0.0011	0	0.0023	0	0.0011	0	0.0157	0	0.0326	0	0	0	LOD	0	0.0023	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0064	0	0.0064	0	LOD	0	0.6559	0	0.6735	0	0.0381	0	0.0177	0	2285.2	1	2162.8	1
SOCLIM	A3_2	B	2016-10-24T03:01:54	-50.63496	72.05468	526	14	12	126.396	125.266	2.0489	2.0423	33.9222	27.1049	331.152	0.4437	0.6793	4.515	8.96E-03	3.44E+02	343.6668178	1	342.202	0.643	1.82E-03	1.39E-01		9		9		9		9		9		9		9		9	1.81	1	19.51	1	0.21	1	28.05	1																																																					2285.8	1	2156.7	1
SOCLIM	A3_2	B	2016-10-24T03:03:07	-50.63494	72.05461	526	14	13	100.76	99.866	2.0598	2.0545	33.922	27.1038	331.96	0.4566	0.6877	1.0808	3.03E-02	3.38E+02	344.5488702	1	343.01	0.704	1.87E-03	1.50E-01	8.14	1	1.27	1	8.32E+05	1	82.3	1	1.41E+02	1	4.69E+02	1	1.13E+03	1	0.00E+00	6	1.82	1	19.93	1	0.21	1	27.97	1	0.0547	0	0.218	0	0.0917	0	0.0084	0	0.0913	0	0.0213	0	0.7109	0	0.0028	0	0.0049	0	0.0028	0	0.0396	0	0.0887	0	0	0	0.0031	0	0.0049	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0144	0	0.0144	0	LOD	0	1.618	0	1.7097	0	0.0287	0	0.0442	0	2286	1	2157.9	1
SOCLIM	A3_2	B	2016-10-24T03:04:43	-50.63502	72.0544	526	14	14	75.801	75.133	2.0592	2.0553	33.9223	27.104	332.595	0.5072	0.6886	10.6176	2.00E-01	3.38E+02	344.7557182	1	343.645	0.657	1.88E-03	1.51E-01	8.47	1	1.35	1		9		9		9		9		9		9	1.83	1	19.85	1	0.21	1	28.03	1	0.0467	0	0.2177	0	0.1005	0	0.0089	0	0.0834	0	0.0206	0	0.7128	0	0.0028	2	0.0043	0	0.0029	0	0.0395	0	0.0936	0	0	0	0.0032	0	0.0041	0	0.0011	0	LOD	0	LOD	0	LOD	0	0.0118	0	0.0118	0	LOD	0	1.5708	0	1.6713	0	0.0375	0	0.044	0	2285.4	1	2154.9	1
SOCLIM	A3_2	B	2016-10-24T03:05:50	-50.6351	72.05414	526	14	15	50.708	50.264	2.0575	2.0549	33.9223	27.104	332.424	0.514	0.6852	4.7419	1.51E+00	3.48E+02		9	343.474	0.708	1.85E-03	1.52E-01	7.75	1	1.26	1	4.92E+05	1	68.1	1	1.49E+02	1	3.92E+02	1	1.19E+03	1	0.00E+00	6	1.83	1	19.86	1	0.21	1	27.99	1	0.0509	0	0.2187	0	0.1043	0	0.0083	2	0.0822	0	0.0211	0	0.7292	0	0.0028	2	0.0044	0	0.0029	0	0.0402	0	0.0921	0	0	0	0.0036	0	0.0043	0	0.0014	0	LOD	0	LOD	0	LOD	0	0.0144	0	0.0144	0	LOD	0	1.607	0	1.7113	0	0.0396	0	0.0437	0	2285.2	1	2156.7	1
SOCLIM	A3_2	B	2016-10-24T03:07:12	-50.63516	72.05382	526	14	16	40.036	39.687	2.0571	2.055	33.9222	27.1039	332.933	0.5113	0.6871	217.46	3.91E+00	3.76E+02	344.5839737	1	343.983	0.685	1.91E-03	1.42E-01		9		9		9		9		9		9		9		9	1.84	1	19.88	1	0.2	1	27.76	1	0.0459	0	0.2058	0	0.0708	0	0.0076	2	0.0587	0	0.0198	0	0.6885	0	0.0024	0	0.0041	0	0.0026	0	0.0396	0	0.0884	2	0	0	0.0034	0	0.0042	0	0.001	0	LOD	0	LOD	0	LOD	0	0.0129	0	0.0129	0	LOD	0	1.5835	0	1.6543	0	0.039	0	0.0413	0	2286	1	2156.5	1
SOCLIM	A3_2	B	2016-10-24T03:08:52	-50.63521	72.05346	526	14	17	31.481	31.207	2.0567	2.0551	33.9224	27.1041	332.518	0.4872	0.687	3.7241	8.82E+00	3.96E+02		9	343.568	0.71	1.81E-03	1.42E-01		9		9		9		9		9		9		9		9	1.84	1	19.88	1	0.2	1	27.91	1																																																					2285.2	1	2156.7	1
SOCLIM	A3_2	B	2016-10-24T03:10:18	-50.63527	72.05312	526	14	18	19.215	19.048	2.057	2.0561	33.9223	27.1039	332.686	0.5241	0.6878	243.803	3.00E+01	4.00E+02	344.4427058	1	343.736	0.731	1.90E-03	1.53E-01	8.1	1	1.31	1	4.78E+05	1	71.2	1	1.92E+02	1	3.99E+02	1	1.22E+03	1	0.00E+00	6	1.85	1	19.86	1	0.2	1	28	1	0.0458	0	0.2198	0	0.0871	0	0.0085	0	0.0843	0	0.02	0	0.6955	0	0.0023	0	0.0036	0	0.0023	0	0.041	0	0.09	0	0	0	0.0033	0	0.004	0	0.001	0	LOD	0	LOD	0	LOD	0	0.013	0	0.013	0	LOD	0	1.6097	0	1.6968	0	0.0371	0	0.0425	0	2285.6	1	2156.4	1
SOCLIM	A3_2	B	2016-10-24T03:11:29	-50.63544	72.05302	526	14	19	8.246	8.175	2.0564	2.056	33.9223	27.1039	332.977	0.5223	0.6879	189.6979	1.02E+02	4.07E+02		9	344.027	0.731	1.89E-03	1.52E-01		9		9		9		9		9		9		9		9	1.84	1	19.85	1	0.21	1	27.9	1																																																					2285.5	1	2155.9	1
SOCLIM	A3_2	B	2016-10-24T03:11:40	-50.63547	72.05302	526	14	20	9.671	9.588	2.0568	2.0562	33.9224	27.1039	332.747	0.5954	0.6921	165.7093	8.69E+01	4.05E+02	344.8029307	1	343.797	0.845	1.77E-03	1.50E-01	7.95	1	1.25	1	4.88E+05	1	68.9	1	1.76E+02	1	3.89E+02	1	1.20E+03	1	0.00E+00	6	1.83	1	19.83	1	0.21	1	27.9	1	0.0471	0	0.2131	0	0.1104	0	0.0116	0	0.0847	0	0.0205	0	0.6746	0	0.003	0	0.0037	0	0.0027	0	0.0408	0	0.0904	0	0	0	0.0032	0	0.0042	0	0.0013	0	LOD	0	LOD	0	LOD	0	0.0124	0	0.0124	0	LOD	0	1.5301	0	1.6405	0	0.0386	0	0.0405	0	2287.9	1	2158	1
SOCLIM	A3_2	B	2016-10-24T02:55:13	-50.63428	72.05532	526	14	21	251.923	249.596	1.9075	1.8943	34.0833	27.2454	267.914	0.0182	0.5612	247.1432	1.00E-02	3.19E+02		9	278.964	0.006	3.11E-04	1.50E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	A3_2	B	2016-10-24T03:06:07	-50.63512	72.05406	526	14	23	50.808	50.363	2.0579	2.0553	33.9223	27.1039	332.61	0.4931	0.6861	1.1175	1.54E+00	3.53E+02		9	343.66	0.708	1.85E-03	1.42E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	A3_2	B	2016-10-24T03:12:04	-50.63554	72.05308	526	14	24	8.943	8.866	2.0563	2.0558	33.9224	27.104	332.485	0.5491	0.69	248.8259	9.90E+01	4.00E+02		9	343.535	0.615	1.87E-03	1.47E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	TNS08	B	2016-10-24T10:44:26	-49.46318	72.2416	1014	15	1	101.534	100.644	1.943	1.9378	33.9219	27.1127	322.308	0.0693	0.5765	225.2567	2.34E-01	6.02E+02		9	333.358	0.081	5.78E-04	3.04E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	TNS08	B	2016-10-24T10:09:52	-49.4632	72.24158	1014	15	2	910.795	901.054	2.2586	2.2025	34.6421	27.6686	174.473	0.0171	0.5805	3.5911	6.05E-03	9.96E+02		9	185.523	0.004	6.08E-04	4.13E-02		9		9		9		9		9		9		9		9	2.27	1	79.93	1	0.01	1	34.7	1																																																					2338.9	1	2251	1
SOCLIM	TNS08	B	2016-10-24T10:06:36	-49.46314	72.2416	1014	15	3	1011.362	1000.305	2.2408	2.1778	34.672	27.6946	175.322	0.0186	0.6047	118.5711	7.93E-03	9.99E+02	188.2420272	1	186.372	0.005	4.94E-04	3.70E-02	0.78	1	0.13	1	7.81E+04	1	67.1	1		9		9		9		9	2.25	1	81.53	1	0.01	1	34.21	1																																																					2341.1	1	2249.3	1
SOCLIM	TNS08	B	2016-10-24T10:15:33	-49.46321	72.24158	1014	15	4	807.522	799.083	2.3017	2.2524	34.5872	27.6206	173.985	0.0155	0.5618	10.4319	6.05E-03	8.83E+02	186.5896431	1	185.035	0.006	2.94E-04	1.62E-02		9		9		9		9		9		9		9		9	2.33	1	76.47	1	0.01	1	35.71	1																																																					2334	1	2248.8	1
SOCLIM	TNS08	B	2016-10-24T10:22:00	-49.46317	72.24156	1014	15	5	606.908	600.854	2.2941	2.2582	34.5093	27.5577	177.657	0.0221	0.5991	159.5929	8.22E-03	7.42E+02		9	188.707	0.006	1.00E-03	5.65E-02		9		9		9		9		9		9		9		9	2.39	1	73.5	1	0.02	1	36.16	1																																																					2327.8	1	2247.5	1
