Cruise	Station	Type	Time	Latitude [Deg.north]	Longitude [Deg. East]	bottom depth [m]	CTD number	Bottle number	Pressure [db]	Depth [m]	Temperature [Deg. Celcius]	Potential temperature [Deg. Celcius]	Salinity	Potential density [kg m-3]	Oxygen CTD raw [micromol L-1]	Fluorescence wetlabs [RFU]	Beam attenuation [m-1]	CDOM wetlabs [microgram L-1]	PAR [micromol m-2 d-1]	SPAR [micromol m-2 d-1]	O2winkler[micromol L-1]	QF O2winkler	oxygen CTD cal [micromol L-1]	Fluorescence ECO [RFU]	bbp [m-1]	cp [m-1]	POC [micromol L-]	QF POC	PON [micromol L-1]	QF PON	Bacteria Abundance [cell/mL]	QF BA	% HNA	QF %HNA	Syne Abundance [cell/ml]	QF SA	Nano Abundance [cell/mL]	QF NA	Pico Abundance [cell/mL]	QF PA	Proc Abundance [cell/mL]	QF ProA	PO4 [microM]	Q PO4	Si(OH)4 [microM]	QSi(OH)4	NO2 [microM]	QNO2	NO3 [microM]	QNO3	Chlorophyll c3	Chlc3-QA	Chlorophyll c1+c2+MgDVP	Chlc2-QA	Sum Chlorophyllide_a	Chlda-QA	Peridinin	Peri-QA	Sum_Phaeophorbid_a	Phda-QA	19'-Butanoyloxyfucoxanthin	But-QA	Fucoxanthin	Fuco-QA	Neoxanthin	Neo-QA	Prasinoxanthin	Pras-QA	Violaxanthin	Viola-QA	19'-Hexanoyloxyfucoxanthin	Hex-QA	Diadinoxanthin	Diadino-QA	Antheraxanthin	Anthera-QA	Alloxanthin	Allo-QA	Diatoxanthin	Diato-QA	Zeaxanthin	Zea-QA	Lutein	Lut-QA	Bacteriochlorophyll a	Bchla-QA	Divinyl Chlorophyll b	DVChlb-QA	Chlorophyll b	Chlb-QA	TChlb	TChlb-QA	Divinyl Chlorophyll a	DVChla-QA	Chlorophyll a	Chla-QA	Total Chlorophyll a	Tchla-QA	Sum Phaeophytin a	Phytna-QA	Sum Carotenes	Tcar-QA	AT [µmol/kg]	QF AT	CT [µmol/kg]	QF DIC
SOCLIM	O22	B	2016-10-08T08:56:31	-29.00046	58.93006	4780	1	1	4737.543	4653.997	1.0103	0.6234	34.7002	27.8285	185.787	0.0096	0.5393	5.4985	1.00E-12	2.31E+03		9	196.837			1.02E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																					2344.6	1	2245	1
SOCLIM	O22	B	2016-10-08T08:56:47	-29.00046	58.93006	4780	1	2	4737.254	4653.717	1.0111	0.6242	34.7003	27.8286	185.497	0.0123	0.5393	5.5076	1.00E-12	2.31E+03	208.8012435	1	196.547			1.02E-02		9		9		9		9		9		9		9		9	2.317	1	125.19	1	0.037	1	34.345	1																																																					2334.3	1	2238	1
SOCLIM	O22	B	2016-10-08T09:01:06	-29.00044	58.93006	4780	1	3	4635.312	4554.612	1.0227	0.6471	34.7011	27.8278	186.138	0.013	0.5391	5.3953	1.00E-12	2.26E+03	204.6949015	1	197.188			1.02E-02		9		9		9		9		9		9		9		9	2.321	1	124.86	1	0.039	1	34.337	1																																																					2370.2	1	2269.2	1
SOCLIM	O22	B	2016-10-08T09:05:47	-29.00044	58.93004	4780	1	4	4481.019	4404.531	1.0367	0.6782	34.7025	27.827	186.371	0.0088	0.5386	5.5512	1.00E-12	2.31E+03	205.4525612	1	197.421			9.27E-03		9		9		9		9		9		9		9		9	2.316	1	124.43	1	0.036	1	34.206	1																																																					2371.2	1	2267.5	1
SOCLIM	O22	B	2016-10-08T09:09:06	-29.00045	58.93006	4780	1	5	4374.419	4300.782	1.0673	0.7198	34.7042	27.8257	185.573	0.0127	0.538	5.5145	1.00E-12	2.31E+03		9	196.623			9.05E-03		9		9		9		9		9		9		9		9	2.317	1	124.08	1	0.037	1	34.275	1																																																					2374.6	1	2269.1	1
SOCLIM	O22	B	2016-10-08T09:12:21	-29.00044	58.93004	4780	1	6	4272.067	4201.123	1.1114	0.7738	34.7059	27.8237	184.235	0.011	0.5379	5.6681	1.00E-12	2.46E+03		9	195.285			8.97E-03		9		9		9		9		9		9		9		9	2.321	1	123.83	1	0.042	1	34.413	1																																																					2371.7	1	2270	1
SOCLIM	O22	B	2016-10-08T09:15:07	-29.0004	58.93004	4780	1	7	4169.717	4101.42	1.1677	0.8397	34.7085	27.8216	182.637	0.0142	0.5375	5.4434	1.00E-12	2.35E+03		9	193.687			8.45E-03		9		9		9		9		9		9		9		9	2.284	1	123.3	1	0.036	1	34.455	1																																																					2372.4	1	2268.2	1
SOCLIM	O22	B	2016-10-08T09:17:52	-29.00048	58.93004	4780	1	8	4067.777	4002.073	1.2122	0.8939	34.7108	27.8199	181.361	0.0102	0.5371	5.6727	1.00E-12	2.31E+03	199.0669438	1	192.411			8.35E-03		9		9		9		9		9		9		9		9	2.284	1	122.75	1	0.034	1	34.428	1																																																					2373.5	1	2270.4	1
SOCLIM	O22	B	2016-10-08T09:20:53	-29.00048	58.93004	4780	1	9	3963.831	3900.725	1.2511	0.9429	34.7126	27.8182	180.257	0.0176	0.5371	5.5695	1.00E-12	2.28E+03		9	191.307			8.17E-03		9		9		9		9		9		9		9		9	2.293	1	122.65	1	0.036	1	34.59	1																																																					2375.2	1	2272.3	1
SOCLIM	O22	B	2016-10-08T09:23:51	-29.00046	58.93004	4780	1	10	3862.08	3801.472	1.3172	1.018	34.7151	27.8152	177.507	0.0169	0.5371	5.5947	1.00E-12	2.29E+03	193.4535628	1	188.557			8.16E-03		9		9		9		9		9		9		9		9	2.296	1	122.24	1	0.033	1	34.559	1																																																					2379.8	1	2277	1
SOCLIM	O22	B	2016-10-08T09:26:37	-29.00048	58.93002	4780	1	11	3758.412	3700.302	1.3837	1.0936	34.7179	27.8124	175.252	0.0113	0.537	5.4916	1.00E-12	2.30E+03		9	186.302			8.08E-03		9		9		9		9		9		9		9		9	2.3	1	121.64	1	0.038	1	34.644	1																																																					2382	1	2278.7	1
SOCLIM	O22	B	2016-10-08T09:32:13	-29.00046	58.93002	4780	1	12	3657.261	3601.545	1.4579	1.1764	34.7202	27.8086	172.089	0.0172	0.537	5.73	1.00E-12	2.34E+03		9	183.139			7.96E-03		9		9		9		9		9		9		9		9	2.315	1	122.38	1	0.033	1	34.989	1																																																					2383.9	1	2282.6	1
SOCLIM	O22	B	2016-10-08T09:35:22	-29.00044	58.93006	4780	1	13	3554.397	3501.069	1.5162	1.2439	34.7221	27.8054	169.836	0.0145	0.537	5.8148	1.00E-12	2.41E+03	184.6585096	1	180.886			7.97E-03		9		9		9		9		9		9		9		9	2.331	1	122.72	1	0.034	1	34.958	1																																																					2389.7	1	2284.9	1
SOCLIM	O22	B	2016-10-08T09:40:54	-29.0005	58.93002	4780	1	14	3299.243	3251.642	1.6617	1.4117	34.7267	27.7973	164.792	0.0153	0.5371	5.8057	1.00E-12	2.34E+03		9	175.842			8.18E-03		9		9		9		9		9		9		9		9	2.346	1	121.45	1	0.033	1	35.058	1																																																					2394.3	1	2289.3	1
SOCLIM	O22	B	2016-10-08T09:46:19	-29.0005	58.93002	4780	1	15	3041.484	2999.378	1.8031	1.5754	34.7292	27.7873	161.353	0.0144	0.5371	5.9386	1.00E-12	1.65E+03	174.3296934	1	172.403			8.17E-03		9		9		9		9		9		9		9		9	2.357	1	118.84	1	0.03	1	35.202	1																																																					2391.7	1	2288.4	1
SOCLIM	O22	B	2016-10-08T09:52:02	-29.00052	58.93002	4780	1	16	2786.373	2749.418	1.9208	1.7151	34.7287	27.7765	160.715	0.015	0.5371	5.675	1.00E-12	1.71E+03		9	171.765			8.23E-03		9		9		9		9		9		9		9		9	2.344	1	114.6	1	0.046	1	35.07	1																																																					2389.7	1	2284	1
SOCLIM	O22	B	2016-10-08T09:57:39	-29.00052	58.93004	4780	1	17	2532.299	2500.186	2.0316	1.8475	34.7257	27.7639	161.659	0.0242	0.5371	5.84	1.00E-12	1.88E+03	173.472541	1	172.709			8.25E-03		9		9		9		9		9		9		9		9	2.33	1	110.61	1	0.027	1	34.85	1																																																					2380.8	1	2279.9	1
SOCLIM	O22	B	2016-10-08T10:03:08	-29.0005	58.93002	4780	1	18	2277.898	2250.344	2.1745	2.0109	34.7146	27.7422	162.79	0.0139	0.5371	5.7552	1.00E-12	1.91E+03	174.2622973	1	173.84			8.20E-03		9		9		9		9		9		9		9		9	2.32	1	102.36	1	0.041	1	34.39	1																																																					2377.6	1	2272.1	1
SOCLIM	O22	B	2016-10-08T10:08:49	-29.00052	58.93002	4780	1	19	2024.052	2000.756	2.4146	2.2696	34.6853	27.6977	161.976	0.0131	0.5371	5.4365	1.00E-12	1.66E+03	172.7870236	1	173.026			8.17E-03		9		9		9		9		9		9		9		9	2.327	1	92.19	1	0.048	1	34.563	1																																																					2360.6	1	2263.1	1
SOCLIM	O22	B	2016-10-08T10:14:42	-29.0005	58.93002	4780	1	20	1769.896	1750.57	2.7232	2.5959	34.6418	27.6353	158.321	0.0176	0.5371	5.5856	1.00E-12	1.65E+03		9	169.371			8.17E-03		9		9		9		9		9		9		9		9	2.356	1	82.89	1	0.036	1	35.09	1																																																					2354.2	1	2261.7	1
SOCLIM	O22	B	2016-10-08T10:19:58	-29.0005	58.93002	4780	1	21	1515.121	1499.477	3.2916	3.1791	34.5516	27.5106	154.778	0.0171	0.5373	5.4916	1.00E-12	2.00E+03	164.3091339	1	165.828			8.55E-03		9		9		9		9		9		9		9		9	2.41	1	70.61	1	0.037	1	35.661	1																																																					2337.7	1	2251.4	1
SOCLIM	O22	B	2016-10-08T10:22:41	-29.00051	58.93001	4780	1	22	1414.022	1399.758	3.4647	3.3591	34.5108	27.4609	159.899	0.0194	0.5373	5.2623	1.00E-12	1.63E+03		9	170.949			8.51E-03		9		9		9		9		9		9		9		9	2.409	1	63.85	1	0.042	1	35.394	1																																																					2330.3	1	2243.1	1
SOCLIM	O22	B	2016-10-08T10:25:50	-29.0005	58.93002	4780	1	23	1311.86	1298.94	3.8227	3.7223	34.4601	27.385	166.686	0.0157	0.5374	5.3586	1.00E-12	2.37E+03		9	177.736			8.42E-03		9		9		9		9		9		9		9		9	2.362	1	54.78	1	0.033	1	34.784	1																																																					2332.9	1	2235.1	1
SOCLIM	O22	B	2016-10-08T10:29:31	-29.0005	58.93002	4780	1	24	1211.745	1200.097	4.2175	4.1221	34.4281	27.3185	173.353	0.0157	0.5371	5.1706	1.00E-12	2.35E+03	182.8378261	1	184.403			8.42E-03		9		9		9		9		9		9		9		9	2.3	1	46.66	1	0.03	1	33.932	1																																																						9		9
SOCLIM	O22	B	2016-10-08T13:30:00	-28.99993	58.92968	4780	2	1	1213.091	1201.426	4.1882	4.0929	34.431	27.3238	173.251	0.0149	0.5425	5.1042	3.25E-03	1.70E+02		9	184.301	0	2.26E-04	8.42E-03		9		9		9		9		9		9		9		9	2.3	1	47.3	1	0.03	1	34.02	1																																																					2316.7	1	2222.5	1
SOCLIM	O22	B	2016-10-08T13:35:32	-28.99994	58.92966	4780	2	2	1009.405	1000.183	5.9442	5.8529	34.4327	27.1229	191.167	0.0151	0.5413	4.5471	3.31E-03	1.28E+02		9	202.217	0	2.26E-04	8.41E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O22	B	2016-10-08T13:35:57	-28.99996	58.92966	4780	2	3	1009.208	999.989	5.9965	5.9049	34.4345	27.1178	191.804	0.0121	0.5413	4.5471	3.19E-03	1.28E+02	198.1330892	1	202.854	0	2.26E-04	8.41E-03	0.6	1	0.06	1	3.01E+04	1	52.3	1		9		9		9		9	1.98	1	24.63	1	0.02	1	29.3	1																																																					2297.3	1	2182.1	1
SOCLIM	O22	B	2016-10-08T13:40:50	-28.99995	58.92968	4780	2	4	806.308	799.33	8.7835	8.6945	34.6403	26.8849	210.225	0.0078	0.5454	4.2376	2.23E-03	1.18E+02	218.2226632	1	221.275	-0.002	2.38E-04	8.56E-03		9		9		9		9		9		9		9		9	1.42	1	8.94	1	0.01	1	19.99	1																																																					2268	1	2115.3	1
SOCLIM	O22	B	2016-10-08T13:45:57	-28.99994	58.92968	4780	2	5	605.207	600.259	10.8957	10.8202	34.9063	26.735	221.544	0.012	0.5435	4.0725	6.90E-04	8.41E+01		9	232.594	-0.003	2.66E-04	1.05E-02		9		9		9		9		9		9		9		9	1.02	1	4.56	1	0.01	1	14.02	1																																																					2303.1	1	2127.4	1
SOCLIM	O22	B	2016-10-08T13:51:03	-28.99994	58.92968	4780	2	6	504.047	500.047	11.8304	11.7644	35.0505	26.6732	223.352	0.0087	0.5453	4.1894	3.98E-04	6.50E+01	230.0179748	3	234.402	-0.003	2.60E-04	1.21E-02	0.4	1	0.07	1	6.23E+04	1	53.9	1		9		9		9		9	0.87	1	3.69	1	0.01	1	11.53	1	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	2306.5	1	2118.4	1
SOCLIM	O22	B	2016-10-08T14:14:00	-28.99996	58.92966	4780	2	7	402.946	399.846	12.6542	12.5993	35.181	26.6131	223.455	0.0146	0.5468	4.1826	3.81E-04	1.15E+01	229.6884266	3	234.505	-0.004	2.89E-04	1.34E-02		9		9		9		9		9		9		9		9	0.75	1	3.51	1	0.01	1	9.75	1																																																					2312.5	1	2114.8	1
SOCLIM	O22	B	2016-10-08T14:16:45	-28.99996	58.9297	4780	2	8	302.201	299.949	13.7304	13.687	35.3213	26.5011	218.324	0.0145	0.5478	4.1046	2.07E-04	8.74E+00	224.2683044	3	229.374	-0.004	2.92E-04	1.46E-02		9		9		9		9		9		9		9		9	0.63	1	2.92	1	0.01	1	7.64	1																																																					2321	1	2111.5	1
SOCLIM	O22	B	2016-10-08T14:18:38	-28.99993	58.92968	4780	2	9	251.786	249.94	14.357	14.3198	35.3909	26.4213	215.09	0.0169	0.5486	4.366	2.32E-04	7.29E+00	221.4204369	3	226.14	-0.002	3.02E-04	1.53E-02	0.9	1	0.13	1	1.06E+05	1	54	1	2.71E+00	1	9.50E+00	1	2.58E+01	1	0.00E+00	6	0.57	1	2.72	1	0.01	1	6.57	1	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0009	0	0.0009	0	LOD	0	LOD	0	2325.2	1	2109.7	1
SOCLIM	O22	B	2016-10-08T14:20:40	-28.99994	58.92968	4780	2	10	201.23	199.779	15.3062	15.2752	35.4751	26.2773	211.459	0.0209	0.5504	4.4095	3.81E-04	5.73E+00	218.2606578	3	222.509	0.005	3.38E-04	1.71E-02	0.88	1	0.08	1	1.21E+05	1	57.7	1	8.14E+00	1	2.71E+01	1	2.88E+02	1	0.00E+00	6	0.47	1	2.38	1	0.01	1	4.84	1	0.0019	0	0.0013	0	LOD	0	LOD	0	LOD	0	0.0026	0	0.0012	0	LOD	0	LOD	0	LOD	0	0.0049	0	0.0004	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0021	0	0.0012	0	0.0034	0	LOD	0	0.0095	0	0.0095	0	LOD	0	0.0006	0	2331.5	1	2105.5	1
SOCLIM	O22	B	2016-10-08T14:22:40	-28.99995	58.9297	4780	2	11	151.352	150.279	16.7977	16.7729	35.5884	26.02	206.767	0.0494	0.5577	4.1849	2.06E-03	3.82E+00	212.0705303	3	217.817	0.06	4.93E-04	2.44E-02	1.53	1	0.18	1	1.46E+05	1	52.5	1	2.85E+01	1	2.88E+02	1	5.26E+03	1	0.00E+00	6	0.35	1	2.12	1	0.05	1	3.05	1	0.0145	0	0.0078	0	LOD	0	0.001	0	LOD	0	0.019	0	0.0024	0	0.0008	2	0.0004	0	LOD	0	0.0313	0	0.002	0	0	0	LOD	0	LOD	0	0.0028	0	LOD	0	LOD	0	0.0277	0	0.0066	0	0.0343	0	0.0141	0	0.0519	0	0.0661	0	0.0043	0	0.0061	0	2338.8	1	2096.8	1
SOCLIM	O22	B	2016-10-08T14:24:25	-28.99994	58.92966	4780	2	12	126.21	125.323	17.7095	17.688	35.6887	25.8766	218.512	0.0649	0.5631	3.8593	3.19E-03	3.82E+00		9	229.562	0.086	5.07E-04	2.93E-02	1.13	1	0.18	1	2.34E+05	1	52.2	1	5.70E+01	1	5.50E+02	1	9.03E+03	1	9.35E+02	1	0.19	1	1.6	1	0.04	1	1.12	1	0.0177	0	0.012	0	LOD	0	0.0013	0	LOD	0	0.0293	0	0.0038	0	0.0012	2	0.0006	0	LOD	0	0.0358	0	0.0024	0	0	0	LOD	0	LOD	0	0.0081	0	0.0004	0	LOD	0	0.0322	0	0.011	0	0.0431	0	0.0262	0	0.0703	0	0.0965	0	0.0009	0	0.0081	0	2343.5	1	2081.3	1
SOCLIM	O22	B	2016-10-08T14:29:07	-28.99996	58.92968	4780	2	13	100.265	99.566	18.2002	18.1828	35.723	25.7805	220.047	0.1285	0.5757	3.7126	3.25E-03	1.91E+00	224.5184032	3	231.097	0.21	6.69E-04	4.16E-02	1.51	1	0.26	1	2.81E+05	1	53.1	1	2.00E+02	1	1.62E+03	1	2.50E+04	1	5.18E+03	1	0.13	1	1.54	1	0.01	1	0.62	1	0.0264	0	0.0222	0	LOD	0	0.0023	0	LOD	0	0.0461	0	0.0056	0	0.0017	0	0.0009	0	LOD	0	0.0566	0	0.0036	0	0	0	LOD	0	LOD	0	0.026	0	LOD	0	LOD	0	0.0465	0	0.0275	0	0.074	0	0.0601	0	0.1066	0	0.1667	0	0.0016	0	0.0157	0	2346.7	1	2074.2	1
SOCLIM	O22	B	2016-10-08T14:31:06	-28.99994	58.92968	4780	2	14	74.864	74.347	19.117	19.1035	35.7535	25.5707	226.443	0.0826	0.6042	3.4765	6.85E-03	1.91E+00		9	237.493	0.126	1.25E-03	7.11E-02	3.1	1	0.38	1	6.87E+05	1	57.3	1	2.48E+03	1	1.13E+03	1	1.27E+03	1	9.79E+04	3	0.05	1	1.79	1	0.01	1	0.17	1	0.0088	0	0.0128	0	LOD	0	0.004	0	LOD	0	0.0157	0	0.0052	0	0.0013	0	LOD	0	0.0013	0	0.034	0	0.0051	0	0	0	LOD	0	LOD	0	0.0679	0	LOD	0	0.0013	0	0.0044	0	0.0225	0	0.0269	0	0.0596	0	0.0784	0	0.138	0	0.0014	0	0.012	0	2346	1	2053.9	1
SOCLIM	O22	B	2016-10-08T14:34:18	-28.99994	58.92968	4780	2	15	50.471	50.126	19.783	19.7737	35.7311	25.3793	226.106	0.0389	0.5942	3.4719	8.28E-03	1.91E+00		9	237.156	0.041	9.79E-04	6.32E-02	2.64	1	0.31	1	6.07E+05	1	52	1	1.88E+03	1	6.07E+02	1	6.61E+02	1	0.00E+00	6	0.04	1	1.59	1	0.01	1	0.03	1	0.0033	0	0.0056	0	LOD	0	0.0022	0	LOD	0	0.0068	0	0.0037	0	LOD	0	LOD	0	0.0008	0	0.0153	0	0.0045	0	0	0	LOD	0	LOD	0	0.0455	0	LOD	0	0.0009	0	0.0018	0	0.0053	0	0.0071	0	0.0255	0	0.0445	0	0.07	0	LOD	0	0.0058	0	2343.5	1	2042.9	1
SOCLIM	O22	B	2016-10-08T14:35:40	-28.99994	58.92966	4780	2	16	39.793	39.522	19.8976	19.8903	35.7252	25.3441	224.861	0.0405	0.5936	3.4719	8.62E-03	1.91E+00	229.3423067	3	235.911	0.031	9.19E-04	5.97E-02	2.53	1	0.32	1	6.01E+05	1	55.8	1	1.83E+03	1	6.34E+02	1	5.35E+02	1	0.00E+00	6	0.03	1	1.61	1	0.01	1	0.03	1	0.0029	0	0.0055	0	LOD	0	0.0022	0	LOD	0	0.0061	0	0.0039	0	LOD	0	LOD	0	0.0008	0	0.014	0	0.0044	0	0	0	LOD	0	LOD	0	0.0437	0	LOD	0	0.0008	0	0.0018	0	0.0045	0	0.0064	0	0.0239	0	0.0421	0	0.066	0	LOD	0	0.0057	0	2342.9	1	2045.4	1
SOCLIM	O22	B	2016-10-08T14:37:01	-28.99994	58.9297	4780	2	17	31.068	30.856	20.0114	20.0056	35.7151	25.3058	224.416	0.0291	0.5911	3.4283	7.82E-03	1.91E+00		9	235.466	0.029	8.81E-04	5.83E-02		9		9		9		9									0.03	1	1.63	1	0.01	1	0.03	1	0.0022	0	0.0042	0	LOD	0	0.0018	0	LOD	0	0.0051	0	0.0032	0	LOD	0	LOD	0	0.0008	0	0.0121	0	0.0044	0	0	0	LOD	0	LOD	0	0.0419	0	LOD	0	0.0008	0	0.0015	0	0.0036	0	0.0051	0	0.0217	0	0.0374	0	0.0591	0	LOD	0	0.0052	0	2343	1	2041.7	1
SOCLIM	O22	B	2016-10-08T14:38:17	-28.99994	58.92968	4780	2	18	19.855	19.721	20.068	20.0643	35.7111	25.2873	224.222	0.0248	0.5901	3.3068	8.79E-03	1.91E+00	228.8566949	3	235.272	0.025	8.58E-04	5.74E-02	2.67	1	0.3	1	5.66E+05	1	53.9	1	1.84E+03	1	5.84E+02	1	5.04E+02	1	0.00E+00	6	0.02	1	1.66	1	0.01	1	0.03	1	0.002	0	0.0039	0	LOD	0	0.0017	0	LOD	0	0.0046	0	0.0033	0	LOD	0	LOD	0	0.0008	0	0.0103	0	0.0047	0	0	0	LOD	0	LOD	0	0.0408	0	LOD	0	0.0008	0	0.0013	0	0.0034	0	0.0047	0	0.0208	0	0.0345	0	0.0552	0	LOD	0	0.005	0	2343.2	1	2043.6	1
SOCLIM	O22	B	2016-10-08T14:41:46	-28.99992	58.92962	4780	2	19	10.277	10.208	20.1235	20.1216	35.7093	25.2707	224.267	0.03	0.5903	3.465	1.42E-02	1.91E+00		9	235.317	0.024	8.27E-04	5.71E-02		9		9		9		9									0.03	1	1.67	1	0.01	1	0.03	1																																																					2340.1	1	2041.4	1
SOCLIM	O22	B	2016-10-08T14:42:49	-28.99994	58.92968	4780	2	20	4.058	4.031	20.0884	20.0877	35.7107	25.2808	224.389	0.0289	0.5968	3.4719	4.00E-02	1.91E+00	230.075048	3	235.439	0.023	8.30E-04	5.71E-02	2.41	1	0.26	1	5.51E+05	1	53	1	1.70E+03	1	6.04E+02	1	5.25E+02	1	0.00E+00	6	0.04	1	1.75	1	0.01	1	0.03	1	0.0018	0	0.0038	0	LOD	0	0.0014	0	LOD	0	0.0045	0	0.0032	0	LOD	0	LOD	0	0.0007	0	0.0102	0	0.005	0	0	0	LOD	0	LOD	0	0.0404	0	LOD	0	0.0007	0	0.001	0	0.0035	0	0.0045	0	0.0206	0	0.0342	0	0.0549	0	LOD	0	0.0049	0	2341.4	1	2041.9	1
SOCLIM	O22	B	2016-10-08T14:18:50	-28.99994	58.92968	4780	2	21	251.674	249.829	14.3889	14.3516	35.3935	26.4165	215.432	0.0189	0.5486	4.3316	2.73E-04	5.81E+00		9	226.482	-0.002	3.02E-04	1.53E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O22	B	2016-10-08T14:29:21	-28.99994	58.92968	4780	2	22	100.35	99.651	18.2173	18.1999	35.7231	25.7764	218.345	0.1313	0.5757	3.6186	3.19E-03	1.91E+00		9	229.395	0.21	6.69E-04	4.16E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O22	B	2016-10-08T14:34:26	-28.99994	58.92968	4780	2	23	50.414	50.069	19.8424	19.8332	35.7289	25.3619	225.642	0.0354	0.5944	3.3366	8.10E-03	1.91E+00		9	236.692	0.041	9.79E-04	6.32E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O22	B	2016-10-08T14:43:07	-28.99994	58.92968	4780	2	24	4.225	4.196	20.1117	20.1109	35.7096	25.2738	224.128	0.0331	0.593	3.2243	3.69E-02	1.91E+00		9	235.178	0.023	8.30E-04	5.71E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O23	B	2016-10-09T23:59:07	-34.99982	61.99974	4753	3	1	1211.755	1199.511	4.5436	4.4453	34.3687	27.2368	191.613	0.0127	0.5389	4.8245	3.19E-03	1.91E+00		9	202.663	0	2.01E-04	7.06E-03		9		9		9		9		9		9		9		9	2.18	1	34.9	1	0.05	1	32.53	1																																																					2305.5	1	2201.3	1
SOCLIM	O23	B	2016-10-10T00:05:46	-34.99978	61.99972	4753	3	2	1009.308	999.591	6.3724	6.2779	34.4363	27.0715	197.616	0.0162	0.5383	4.5769	3.19E-03	1.91E+00		9	208.666	0	2.00E-04	7.06E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O23	B	2016-10-10T00:06:05	-34.9998	61.99974	4753	3	3	1008.501	998.794	6.3808	6.2863	34.4369	27.0709	197.818	0.014	0.5383	4.5379	3.19E-03	1.91E+00	207.8491589	1	208.868	0	2.00E-04	7.06E-03	0.52	1	0.11	1	4.70E+04	1	58.8	1		9		9		9		9	1.74	1	16.09	1	0.05	1	25.54	1																																																					2291.7	1	2166.4	1
SOCLIM	O23	B	2016-10-10T00:12:37	-34.99982	61.99973	4753	3	4	807.843	800.45	8.9993	8.9089	34.6676	26.8724	204.631	0.0142	0.5395	4.515	1.32E-03	1.91E+00	215.9869624	1	215.681	0.001	2.07E-04	8.23E-03		9		9		9		9		9		9		9		9	1.37	1	9.78	1	0.01	1	20.27	1																																																					2295.7	1	2148.4	1
SOCLIM	O23	B	2016-10-10T00:19:33	-34.9998	61.99976	4753	3	5	605.135	599.889	11.4077	11.3299	34.9845	26.7031	221.233	0.0075	0.5422	4.3064	3.89E-04	1.91E+00		9	232.283	-0.005	2.55E-04	1.07E-02		9		9		9		9		9		9		9		9	0.92	1	4.8	1	0.01	1	13.27	1																																																					2306.8	1	2124.4	1
SOCLIM	O23	B	2016-10-10T00:32:53	-34.99978	61.99974	4753	3	6	504.491	500.239	12.2587	12.1911	35.125	26.6494	226.672	0.0123	0.5435	4.1551	4.06E-04	1.91E+00	236.3438898	1	237.722	-0.003	2.78E-04	1.25E-02	0.73	1	0.08	1	8.65E+04	1	55.8	1		9		9		9		9	0.76	1	3.89	1	0.01	1	10.85	1	LOD	0	0.0005	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0015	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0022	0	0.0022	0	LOD	0	LOD	0	2313.2	1	2117.2	1
SOCLIM	O23	B	2016-10-10T00:40:06	-34.99976	61.99978	4753	3	7	401.946	398.657	12.7607	12.7055	35.1995	26.6064	225.217	0.0133	0.5446	4.1298	4.06E-04	1.91E+00	234.294285	1	236.267	-0.007	2.63E-04	1.33E-02		9		9		9		9		9		9		9		9	0.69	1	3.77	1	0.01	1	9.75	1																																																					2316.3	1	2114.9	1
SOCLIM	O23	B	2016-10-10T00:48:48	-34.99981	61.99972	4753	3	8	302.949	300.541	13.3185	13.2759	35.2713	26.5472	225.583	0.0173	0.5458	4.1963	3.31E-04	1.91E+00	234.0367512	1	236.633	-0.002	2.98E-04	1.46E-02		9		9		9		9		9		9		9		9	0.61	1	3.4	1	0.01	1	8.37	1																																																					2321.2	1	2111.6	1
