    P[dbar]   T[ITS90]      Theta   Salinite      Gamma   Ox[ml/l]  Ox[um/kg]    Fluo[V]    F[Urel]    CDOM[V] CDOM[Urel]   CSTAR[V]    C660[%]  C660[m-1]
    695.000    13.3287    13.2266    38.5539    29.1020    3.96106    171.865     1.1587     0.1543     0.0000    -1.6296     4.6182    93.4510     0.0677
    696.000    13.3287    13.2264    38.5540    29.1020    3.96046    171.839     1.1587     0.1543     0.0000    -1.6296     4.6181    93.4501     0.0677
    697.000    13.3286    13.2262    38.5541    29.1020    3.96046    171.839     1.1587     0.1543     0.0000    -1.6296     4.6181    93.4500     0.0677
    698.000    13.3282    13.2255    38.5537    29.1021    3.96046    171.839     1.1606     0.1550     0.0000    -1.6296     4.6180    93.4474     0.0677
    699.000    13.3282    13.2253    38.5538    29.1021    3.96095    171.860     1.1634     0.1562     0.0000    -1.6296     4.6180    93.4474     0.0677
    700.000    13.3281    13.2253    38.5537    29.1021    3.96296    171.947     1.1666     0.1575     0.0000    -1.6296     4.6180    93.4474     0.0677
    701.000    13.3280    13.2252    38.5536    29.1021    3.96433    172.007     1.1699     0.1588     0.0000    -1.6296     4.6180    93.4474     0.0677
    702.000    13.3274    13.2241    38.5534    29.1021    3.96443    172.011     1.1723     0.1598     0.0000    -1.6296     4.6180    93.4475     0.0677
    703.000    13.3270    13.2238    38.5535    29.1021    3.96703    172.124     1.1731     0.1601     0.0000    -1.6296     4.6183    93.4527     0.0677
    704.000    13.3256    13.2221    38.5530    29.1021    3.96924    172.220     1.1731     0.1601     0.0000    -1.6296     4.6182    93.4514     0.0677
    705.000    13.3247    13.2210    38.5528    29.1023    3.97028    172.265     1.1738     0.1604     0.0000    -1.6296     4.6185    93.4570     0.0676
    706.000    13.3247    13.2210    38.5528    29.1023    3.97028    172.265     1.1739     0.1604     0.0000    -1.6296     4.6185    93.4570     0.0676
    707.000    13.3247    13.2208    38.5528    29.1023    3.97028    172.265     1.1755     0.1611     0.0000    -1.6296     4.6185    93.4570     0.0676
    708.000    13.3250    13.2208    38.5530    29.1023    3.96836    172.182     1.1755     0.1611     0.0000    -1.6296     4.6182    93.4523     0.0677
    709.000    13.3251    13.2210    38.5528    29.1023    3.96836    172.182     1.1778     0.1620     0.0000    -1.6296     4.6183    93.4543     0.0677
    710.000    13.3258    13.2214    38.5529    29.1024    3.96836    172.182     1.1794     0.1627     0.0000    -1.6296     4.6183    93.4543     0.0677
    711.000    13.3262    13.2217    38.5532    29.1025    3.96837    172.182     1.1794     0.1627     0.0000    -1.6296     4.6183    93.4543     0.0677
    712.000    13.3267    13.2220    38.5537    29.1026    3.97048    172.274     1.1794     0.1627     0.0000    -1.6296     4.6185    93.4585     0.0676
    713.000    13.3273    13.2225    38.5539    29.1026    3.97066    172.281     1.1799     0.1629     0.0000    -1.6296     4.6185    93.4585     0.0676
    714.000    13.3277    13.2227    38.5537    29.1026    3.97327    172.395     1.1799     0.1629     0.0000    -1.6296     4.6185    93.4585     0.0676
    715.000    13.3279    13.2228    38.5537    29.1026    3.97672    172.544     1.1791     0.1625     0.0000    -1.6296     4.6183    93.4527     0.0677
    716.000    13.3284    13.2230    38.5538    29.1026    3.97831    172.613     1.1789     0.1624     0.0000    -1.6296     4.6183    93.4527     0.0677
    717.000    13.3286    13.2231    38.5539    29.1026    3.97831    172.613     1.1777     0.1620     0.0000    -1.6296     4.6183    93.4527     0.0677
    718.000    13.3287    13.2231    38.5540    29.1026    3.97831    172.613     1.1661     0.1572     0.0000    -1.6296     4.6183    93.4531     0.0677
    719.000    13.3287    13.2230    38.5538    29.1027    3.97611    172.518     1.1661     0.1572     0.0000    -1.6296     4.6184    93.4563     0.0676
    720.000    13.3286    13.2228    38.5537    29.1027    3.96982    172.245     1.1661     0.1572     0.0000    -1.6296     4.6185    93.4570     0.0676
    721.000    13.3284    13.2224    38.5538    29.1027    3.96738    172.139     1.1675     0.1578     0.0000    -1.6296     4.6185    93.4575     0.0676
    722.000    13.3284    13.2221    38.5538    29.1027    3.96723    172.133     1.1675     0.1578     0.0000    -1.6296     4.6185    93.4584     0.0676
    723.000    13.3284    13.2221    38.5536    29.1028    3.96538    172.052     1.1675     0.1578     0.0000    -1.6296     4.6185    93.4584     0.0676
    724.000    13.3285    13.2221    38.5539    29.1028    3.96139    171.879     1.1681     0.1580     0.0000    -1.6296     4.6185    93.4575     0.0676
    725.000    13.3287    13.2220    38.5540    29.1028    3.96139    171.879     1.1681     0.1580     0.0000    -1.6296     4.6183    93.4544     0.0677
    726.000    13.3289    13.2221    38.5537    29.1029    3.96139    171.879     1.1681     0.1580     0.0000    -1.6296     4.6183    93.4542     0.0677
    727.000    13.3289    13.2221    38.5538    29.1028    3.96622    172.088     1.1770     0.1617     0.0000    -1.6296     4.6183    93.4542     0.0677
    728.000    13.3289    13.2220    38.5539    29.1027    3.96658    172.104     1.1770     0.1617     0.0000    -1.6296     4.6183    93.4544     0.0677
    729.000    13.3280    13.2208    38.5533    29.1027    3.96982    172.245     1.1770     0.1617     0.0000    -1.6296     4.6184    93.4556     0.0676
    730.000    13.3260    13.2186    38.5527    29.1027    3.97248    172.360     1.1726     0.1599     0.0000    -1.6296     4.6185    93.4575     0.0676
    731.000    13.3260    13.2186    38.5524    29.1027    3.97541    172.488     1.1726     0.1599     0.0000    -1.6296     4.6185    93.4575     0.0676
    732.000    13.3260    13.2186    38.5527    29.1029    3.97541    172.488     1.1726     0.1599     0.0000    -1.6296     4.6186    93.4602     0.0676
    733.000    13.3268    13.2190    38.5530    29.1029    3.97544    172.489     1.1729     0.1600     0.0000    -1.6296     4.6187    93.4615     0.0676
    734.000    13.3286    13.2203    38.5537    29.1030    3.97644    172.532     1.1761     0.1613     0.0000    -1.6296     4.6187    93.4618     0.0676
    735.000    13.3286    13.2203    38.5537    29.1030    3.97644    172.532     1.1761     0.1613     0.0000    -1.6296     4.6187    93.4618     0.0676
    736.000    13.3287    13.2203    38.5536    29.1030    3.97644    172.532     1.1758     0.1612     0.0000    -1.6296     4.6187    93.4618     0.0676
    737.000    13.3287    13.2203    38.5535    29.1030    3.97644    172.532     1.1758     0.1612     0.0000    -1.6296     4.6186    93.4598     0.0676
    738.000    13.3287    13.2201    38.5536    29.1031    3.97295    172.380     1.1759     0.1612     0.0000    -1.6296     4.6186    93.4598     0.0676
    739.000    13.3289    13.2201    38.5536    29.1031    3.97276    172.372     1.1758     0.1612     0.0000    -1.6296     4.6186    93.4598     0.0676
    740.000    13.3290    13.2200    38.5536    29.1031    3.97261    172.366     1.1745     0.1607     0.0000    -1.6296     4.6186    93.4598     0.0676
    741.000    13.3291    13.2199    38.5537    29.1031    3.97200    172.339     1.1673     0.1577     0.0000    -1.6296     4.6186    93.4598     0.0676
    742.000    13.3290    13.2199    38.5537    29.1031    3.97137    172.312     1.1673     0.1577     0.0000    -1.6296     4.6186    93.4598     0.0676
    743.000    13.3290    13.2198    38.5534    29.1031    3.97108    172.299     1.1673     0.1577     0.0000    -1.6296     4.6186    93.4598     0.0676
    744.000    13.3280    13.2185    38.5528    29.1030    3.97106    172.299     1.1698     0.1587     0.0000    -1.6296     4.6186    93.4598     0.0676
    745.000    13.3262    13.2166    38.5526    29.1030    3.97106    172.299     1.1705     0.1590     0.0000    -1.6296     4.6187    93.4612     0.0676
    746.000    13.3220    13.2122    38.5514    29.1031    3.97106    172.299     1.1705     0.1590     0.0000    -1.6296     4.6187    93.4612     0.0676
    747.000    13.3219    13.2118    38.5513    29.1031    3.97229    172.352     1.1698     0.1587     0.0000    -1.6296     4.6187    93.4612     0.0676
    748.000    13.3215    13.2113    38.5516    29.1031    3.97229    172.352     1.1664     0.1573     0.0000    -1.6296     4.6187    93.4612     0.0676
    749.000    13.3211    13.2112    38.5513    29.1031    3.97229    172.352     1.1664     0.1573     0.0000    -1.6296     4.6187    93.4612     0.0676
    750.000    13.3190    13.2086    38.5505    29.1030    3.97254    172.363     1.1664     0.1573     0.0000    -1.6296     4.6187    93.4612     0.0676
    751.000    13.3140    13.2035    38.5491    29.1030    3.97263    172.367     1.1679     0.1580     0.0000    -1.6296     4.6189    93.4653     0.0675
    752.000    13.3130    13.2024    38.5487    29.1030    3.97331    172.397     1.1699     0.1588     0.0000    -1.6296     4.6189    93.4653     0.0675
    753.000    13.3100    13.1991    38.5479    29.1031    3.97558    172.495     1.1754     0.1610     0.0000    -1.6296     4.6189    93.4653     0.0675
    754.000    13.3096    13.1988    38.5482    29.1033    3.97570    172.501     1.1754     0.1610     0.0000    -1.6296     4.6189    93.4653     0.0675
    755.000    13.3092    13.1981    38.5479    29.1033    3.97593    172.511     1.1754     0.1610     0.0000    -1.6296     4.6186    93.4602     0.0676
    756.000    13.3089    13.1976    38.5479    29.1033    3.97748    172.578     1.1732     0.1601     0.0000    -1.6296     4.6186    93.4602     0.0676
    757.000    13.3089    13.1976    38.5476    29.1033    3.97748    172.578     1.1732     0.1601     0.0000    -1.6296     4.6186    93.4602     0.0676
    758.000    13.3089    13.1976    38.5481    29.1035    3.97748    172.578     1.1723     0.1598     0.0000    -1.6296     4.6186    93.4603     0.0676
    759.000    13.3100    13.1983    38.5483    29.1035    3.97670    172.544     1.1723     0.1598     0.0000    -1.6296     4.6189    93.4654     0.0675
    760.000    13.3102    13.1983    38.5483    29.1035    3.97318    172.391     1.1678     0.1579     0.0000    -1.6296     4.6189    93.4666     0.0675
    761.000    13.3103    13.1983    38.5483    29.1035    3.97318    172.391     1.1633     0.1561     0.0000    -1.6296     4.6189    93.4668     0.0675
    762.000    13.3104    13.1984    38.5484    29.1036    3.97318    172.391     1.1633     0.1561     0.0000    -1.6296     4.6189    93.4666     0.0675
    763.000    13.3108    13.1985    38.5483    29.1036    3.97334    172.398     1.1633     0.1561     0.0000    -1.6296     4.6189    93.4666     0.0675
    764.000    13.3130    13.2006    38.5493    29.1037    3.97412    172.432     1.1687     0.1583     0.0000    -1.6296     4.6189    93.4654     0.0675
    765.000    13.3142    13.2015    38.5494    29.1037    3.97474    172.459     1.1708     0.1591     0.0000    -1.6296     4.6189    93.4654     0.0675
    766.000    13.3142    13.2015    38.5495    29.1037    3.97592    172.510     1.1708     0.1591     0.0000    -1.6296     4.6189    93.4654     0.0675
    767.000    13.3142    13.2015    38.5494    29.1037    3.97592    172.510     1.1708     0.1591     0.0000    -1.6296     4.6189    93.4667     0.0675
    768.000    13.3135    13.2005    38.5491    29.1038    3.97592    172.510     1.1571     0.1537     0.0000    -1.6296     4.6189    93.4667     0.0675
    769.000    13.3131    13.1999    38.5492    29.1038    3.97020    172.262     1.1547     0.1527     0.0000    -1.6296     4.6189    93.4668     0.0675
    770.000    13.3122    13.1989    38.5487    29.1038    3.96898    172.209     1.1547     0.1527     0.0000    -1.6296     4.6189    93.4669     0.0675
    771.000    13.3109    13.1973    38.5483    29.1038    3.96898    172.209     1.1547     0.1527     0.0000    -1.6296     4.6190    93.4681     0.0675
    772.000    13.3107    13.1972    38.5483    29.1038    3.96898    172.209     1.1548     0.1528     0.0000    -1.6296     4.6190    93.4681     0.0675
    773.000    13.3094    13.1956    38.5480    29.1038    3.96988    172.248     1.1583     0.1541     0.0000    -1.6296     4.6190    93.4681     0.0675
    774.000    13.3090    13.1951    38.5477    29.1038    3.97089    172.292     1.1637     0.1563     0.0000    -1.6296     4.6190    93.4681     0.0675
    775.000    13.3081    13.1940    38.5475    29.1038    3.97317    172.391     1.1637     0.1563     0.0000    -1.6296     4.6189    93.4668     0.0675
    776.000    13.3070    13.1928    38.5473    29.1039    3.97317    172.391     1.1647     0.1566     0.0000    -1.6296     4.6189    93.4667     0.0675
    777.000    13.3068    13.1924    38.5472    29.1039    3.97317    172.391     1.1647     0.1566     0.0000    -1.6296     4.6189    93.4667     0.0675
    778.000    13.3066    13.1919    38.5473    29.1039    3.97317    172.391     1.1647     0.1566     0.0000    -1.6296     4.6189    93.4668     0.0675
    779.000    13.3066    13.1919    38.5471    29.1039    3.97317    172.391     1.1657     0.1571     0.0000    -1.6296     4.6189    93.4669     0.0675
    780.000    13.3064    13.1918    38.5470    29.1039    3.97435    172.442     1.1669     0.1575     0.0000    -1.6296     4.6191    93.4694     0.0675
    781.000    13.3064    13.1914    38.5469    29.1039    3.97435    172.442     1.1670     0.1576     0.0000    -1.6296     4.6191    93.4694     0.0675
    782.000    13.3061    13.1910    38.5468    29.1039    3.97435    172.442     1.1669     0.1575     0.0000    -1.6296     4.6191    93.4694     0.0675
    783.000    13.3058    13.1904    38.5467    29.1039    3.97508    172.474     1.1657     0.1571     0.0000    -1.6296     4.6191    93.4694     0.0675
    784.000    13.3057    13.1904    38.5468    29.1040    3.97508    172.474     1.1641     0.1564     0.0000    -1.6296     4.6189    93.4668     0.0675
    785.000    13.3057    13.1901    38.5466    29.1040    3.97508    172.474     1.1631     0.1560     0.0000    -1.6296     4.6189    93.4666     0.0675
    786.000    13.3056    13.1897    38.5466    29.1040    3.97520    172.479     1.1617     0.1555     0.0000    -1.6296     4.6189    93.4653     0.0675
    787.000    13.3055    13.1896    38.5466    29.1040    3.97520    172.479     1.1617     0.1555     0.0000    -1.6296     4.6189    93.4653     0.0675
