    P[dbar]   T[ITS90]      Theta   Salinite      Gamma   Ox[ml/l]  Ox[um/kg]    Fluo[V]    F[Urel]    CDOM[V] CDOM[Urel]   CSTAR[V]    C660[%]  C660[m-1]
   2053.000    13.2170    12.9040    38.4802    29.1120    3.86687    167.781     1.1564     0.1534     0.0000    -1.6296     4.6223    93.5357     0.0668
   2054.000    13.2172    12.9039    38.4802    29.1120    3.86687    167.781     1.1617     0.1555     0.0000    -1.6296     4.6223    93.5357     0.0668
   2055.000    13.2173    12.9039    38.4802    29.1120    3.87186    167.998     1.1665     0.1574     0.0000    -1.6296     4.6224    93.5364     0.0668
   2056.000    13.2173    12.9039    38.4803    29.1120    3.87569    168.164     1.1666     0.1574     0.0000    -1.6296     4.6224    93.5370     0.0668
   2057.000    13.2176    12.9039    38.4803    29.1120    3.87573    168.166     1.1705     0.1590     0.0000    -1.6296     4.6224    93.5370     0.0668
   2058.000    13.2177    12.9038    38.4802    29.1121    3.87628    168.189     1.1705     0.1590     0.0000    -1.6296     4.6224    93.5370     0.0668
   2059.000    13.2179    12.9038    38.4801    29.1121    3.87710    168.225     1.1705     0.1590     0.0000    -1.6296     4.6224    93.5370     0.0668
   2060.000    13.2180    12.9037    38.4803    29.1121    3.87639    168.194     1.1637     0.1563     0.0000    -1.6296     4.6224    93.5370     0.0668
   2061.000    13.2181    12.9037    38.4802    29.1121    3.87639    168.194     1.1618     0.1555     0.0000    -1.6296     4.6225    93.5384     0.0668
   2062.000    13.2182    12.9037    38.4802    29.1121    3.87639    168.194     1.1583     0.1541     0.0000    -1.6296     4.6225    93.5382     0.0668
   2063.000    13.2184    12.9037    38.4804    29.1121    3.87134    167.975     1.1555     0.1530     0.0000    -1.6296     4.6225    93.5382     0.0668
   2064.000    13.2186    12.9037    38.4802    29.1121    3.87134    167.975     1.1530     0.1521     0.0000    -1.6296     4.6225    93.5387     0.0668
   2065.000    13.2187    12.9037    38.4803    29.1122    3.87134    167.975     1.1518     0.1516     0.0000    -1.6296     4.6225    93.5382     0.0668
   2066.000    13.2188    12.9036    38.4803    29.1122    3.86969    167.903     1.1485     0.1503     0.0000    -1.6296     4.6225    93.5382     0.0668
   2067.000    13.2189    12.9036    38.4803    29.1122    3.86969    167.903     1.1485     0.1503     0.0000    -1.6296     4.6224    93.5372     0.0668
   2068.000    13.2190    12.9036    38.4804    29.1122    3.86875    167.863     1.1485     0.1503     0.0000    -1.6296     4.6225    93.5398     0.0667
   2069.000    13.2194    12.9037    38.4801    29.1121    3.86836    167.846     1.1507     0.1512     0.0000    -1.6296     4.6224    93.5372     0.0668
   2070.000    13.2195    12.9037    38.4803    29.1121    3.86836    167.846     1.1515     0.1515     0.0000    -1.6296     4.6225    93.5387     0.0668
   2071.000    13.2197    12.9037    38.4801    29.1121    3.86836    167.846     1.1561     0.1533     0.0000    -1.6296     4.6225    93.5387     0.0668
   2072.000    13.2197    12.9035    38.4802    29.1121    3.86904    167.875     1.1654     0.1570     0.0000    -1.6296     4.6225    93.5393     0.0667
   2073.000    13.2198    12.9035    38.4804    29.1122    3.86904    167.875     1.1676     0.1578     0.0000    -1.6296     4.6225    93.5393     0.0667
   2074.000    13.2200    12.9035    38.4804    29.1122    3.87268    168.033     1.1676     0.1578     0.0000    -1.6296     4.6225    93.5393     0.0667
   2075.000    13.2202    12.9035    38.4804    29.1122    3.87268    168.033     1.1681     0.1581     0.0000    -1.6296     4.6225    93.5393     0.0667
   2076.000    13.2203    12.9035    38.4804    29.1122    3.87268    168.033     1.1681     0.1581     0.0000    -1.6296     4.6225    93.5393     0.0667
   2077.000    13.2205    12.9035    38.4803    29.1122    3.87395    168.088     1.1727     0.1599     0.0000    -1.6296     4.6226    93.5407     0.0667
   2078.000    13.2206    12.9035    38.4802    29.1122    3.87395    168.088     1.1727     0.1599     0.0000    -1.6296     4.6226    93.5407     0.0667
   2079.000    13.2207    12.9035    38.4804    29.1122    3.87395    168.088     1.1727     0.1599     0.0000    -1.6296     4.6226    93.5407     0.0667
   2080.000    13.2210    12.9034    38.4802    29.1122    3.87395    168.088     1.1727     0.1599     0.0000    -1.6296     4.6226    93.5407     0.0667
   2081.000    13.2210    12.9033    38.4803    29.1122    3.87395    168.088     1.1594     0.1546     0.0000    -1.6296     4.6226    93.5407     0.0667
   2082.000    13.2211    12.9033    38.4804    29.1122    3.87531    168.147     1.1450     0.1490     0.0000    -1.6296     4.6226    93.5408     0.0667
   2083.000    13.2213    12.9033    38.4802    29.1122    3.88092    168.390     1.1450     0.1490     0.0000    -1.6296     4.6225    93.5401     0.0667
   2084.000    13.2214    12.9033    38.4804    29.1122    3.88092    168.390     1.1450     0.1490     0.0000    -1.6296     4.6225    93.5401     0.0667
   2085.000    13.2216    12.9033    38.4802    29.1122    3.88092    168.390     1.1497     0.1508     0.0000    -1.6296     4.6225    93.5384     0.0668
   2086.000    13.2218    12.9033    38.4801    29.1121    3.87910    168.311     1.1611     0.1553     0.0000    -1.6296     4.6224    93.5364     0.0668
   2087.000    13.2219    12.9033    38.4803    29.1121    3.87910    168.311     1.1611     0.1553     0.0000    -1.6296     4.6224    93.5364     0.0668
   2088.000    13.2221    12.9033    38.4802    29.1122    3.87910    168.311     1.1611     0.1553     0.0000    -1.6296     4.6223    93.5356     0.0668
   2089.000    13.2221    12.9032    38.4803    29.1123    3.87944    168.326     1.1599     0.1547     0.0000    -1.6296     4.6223    93.5356     0.0668
   2090.000    13.2223    12.9032    38.4803    29.1123    3.88051    168.373     1.1599     0.1547     0.0000    -1.6296     4.6222    93.5330     0.0668
   2091.000    13.2225    12.9032    38.4804    29.1123    3.88051    168.373     1.1586     0.1542     0.0000    -1.6296     4.6222    93.5330     0.0668
   2092.000    13.2227    12.9032    38.4802    29.1123    3.87944    168.326     1.1521     0.1517     0.0000    -1.6296     4.6222    93.5330     0.0668
   2093.000    13.2228    12.9032    38.4803    29.1122    3.87839    168.281     1.1507     0.1512     0.0000    -1.6296     4.6222    93.5330     0.0668
   2094.000    13.2228    12.9032    38.4804    29.1122    3.87387    168.084     1.1539     0.1524     0.0000    -1.6296     4.6224    93.5360     0.0668
   2095.000    13.2231    12.9030    38.4803    29.1124    3.87387    168.084     1.1539     0.1524     0.0000    -1.6296     4.6224    93.5361     0.0668
   2096.000    13.2231    12.9030    38.4804    29.1124    3.87387    168.084     1.1539     0.1524     0.0000    -1.6296     4.6224    93.5361     0.0668
   2097.000    13.2231    12.9030    38.4806    29.1124    3.87763    168.247     1.1553     0.1530     0.0000    -1.6296     4.6224    93.5380     0.0668
   2098.000    13.2234    12.9030    38.4804    29.1124    3.87763    168.247     1.1603     0.1549     0.0000    -1.6296     4.6224    93.5361     0.0668
   2099.000    13.2236    12.9029    38.4804    29.1124    3.87763    168.247     1.1603     0.1549     0.0000    -1.6296     4.6224    93.5380     0.0668
   2100.000    13.2237    12.9029    38.4804    29.1124    3.87763    168.247     1.1603     0.1549     0.0000    -1.6296     4.6224    93.5378     0.0668
   2101.000    13.2238    12.9029    38.4804    29.1124    3.87763    168.247     1.1577     0.1539     0.0000    -1.6296     4.6225    93.5380     0.0668
   2102.000    13.2240    12.9029    38.4804    29.1124    3.87772    168.252     1.1576     0.1539     0.0000    -1.6296     4.6224    93.5378     0.0668
   2103.000    13.2241    12.9029    38.4804    29.1124    3.88007    168.353     1.1576     0.1539     0.0000    -1.6296     4.6225    93.5380     0.0668
   2104.000    13.2242    12.9029    38.4805    29.1124    3.88019    168.359     1.1576     0.1539     0.0000    -1.6296     4.6224    93.5378     0.0668
   2105.000    13.2244    12.9028    38.4804    29.1124    3.88153    168.417     1.1574     0.1538     0.0000    -1.6296     4.6223    93.5352     0.0668
   2106.000    13.2246    12.9028    38.4804    29.1124    3.88019    168.359     1.1589     0.1544     0.0000    -1.6296     4.6223    93.5349     0.0668
   2107.000    13.2247    12.9028    38.4804    29.1124    3.88007    168.353     1.1630     0.1560     0.0000    -1.6296     4.6221    93.5306     0.0669
   2108.000    13.2248    12.9027    38.4805    29.1125    3.87484    168.126     1.1630     0.1560     0.0000    -1.6296     4.6221    93.5306     0.0669
   2109.000    13.2249    12.9027    38.4806    29.1125    3.87217    168.011     1.1630     0.1560     0.0000    -1.6296     4.6220    93.5296     0.0669
   2110.000    13.2250    12.9026    38.4805    29.1125    3.87217    168.011     1.1630     0.1560     0.0000    -1.6296     4.6219    93.5269     0.0669
   2111.000    13.2252    12.9026    38.4805    29.1125    3.87217    168.011     1.1630     0.1560     0.0000    -1.6296     4.6219    93.5269     0.0669
   2112.000    13.2253    12.9026    38.4805    29.1125    3.87217    168.011     1.1567     0.1535     0.0000    -1.6296     4.6219    93.5274     0.0669
   2113.000    13.2254    12.9026    38.4806    29.1126    3.87217    168.011     1.1567     0.1535     0.0000    -1.6296     4.6219    93.5269     0.0669
   2114.000    13.2255    12.9025    38.4807    29.1126    3.87532    168.148     1.1567     0.1535     0.0000    -1.6296     4.6219    93.5274     0.0669
   2115.000    13.2258    12.9025    38.4806    29.1126    3.87403    168.091     1.1588     0.1543     0.0000    -1.6296     4.6219    93.5274     0.0669
   2116.000    13.2259    12.9026    38.4808    29.1126    3.87016    167.923     1.1588     0.1543     0.0000    -1.6296     4.6219    93.5262     0.0669
   2117.000    13.2261    12.9026    38.4806    29.1126    3.86997    167.915     1.1588     0.1543     0.0000    -1.6296     4.6219    93.5262     0.0669
   2118.000    13.2263    12.9026    38.4806    29.1126    3.85917    167.446     1.1534     0.1522     0.0000    -1.6296     4.6218    93.5253     0.0669
   2119.000    13.2264    12.9026    38.4805    29.1126    3.85917    167.446     1.1509     0.1512     0.0000    -1.6296     4.6218    93.5245     0.0669
   2120.000    13.2265    12.9025    38.4804    29.1126    3.85917    167.446     1.1495     0.1507     0.0000    -1.6296     4.6218    93.5253     0.0669
   2121.000    13.2266    12.9024    38.4808    29.1128    3.86090    167.522     1.1495     0.1507     0.0000    -1.6296     4.6218    93.5253     0.0669
   2122.000    13.2267    12.9024    38.4808    29.1128    3.86419    167.664     1.1495     0.1507     0.0000    -1.6296     4.6218    93.5253     0.0669
   2123.000    13.2269    12.9023    38.4808    29.1128    3.86631    167.756     1.1495     0.1507     0.0000    -1.6296     4.6218    93.5252     0.0669
   2124.000    13.2271    12.9023    38.4805    29.1128    3.86631    167.756     1.1562     0.1533     0.0000    -1.6296     4.6218    93.5252     0.0669
   2125.000    13.2272    12.9023    38.4807    29.1128    3.87259    168.029     1.1619     0.1556     0.0000    -1.6296     4.6218    93.5245     0.0669
   2126.000    13.2273    12.9023    38.4808    29.1128    3.87259    168.029     1.1651     0.1568     0.0000    -1.6296     4.6218    93.5252     0.0669
   2127.000    13.2275    12.9023    38.4808    29.1128    3.87259    168.029     1.1651     0.1568     0.0000    -1.6296     4.6218    93.5252     0.0669
   2128.000    13.2276    12.9023    38.4808    29.1128    3.86791    167.826     1.1651     0.1568     0.0000    -1.6296     4.6219    93.5266     0.0669
   2129.000    13.2279    12.9022    38.4806    29.1127    3.86791    167.826     1.1651     0.1568     0.0000    -1.6296     4.6219    93.5269     0.0669
   2130.000    13.2279    12.9022    38.4807    29.1127    3.86791    167.826     1.1653     0.1569     0.0000    -1.6296     4.6219    93.5269     0.0669
   2131.000    13.2281    12.9022    38.4807    29.1127    3.87102    167.961     1.1657     0.1571     0.0000    -1.6296     4.6219    93.5266     0.0669
   2132.000    13.2283    12.9022    38.4807    29.1127    3.87102    167.961     1.1689     0.1584     0.0000    -1.6296     4.6218    93.5253     0.0669
   2133.000    13.2284    12.9022    38.4807    29.1127    3.87319    168.055     1.1689     0.1584     0.0000    -1.6296     4.6218    93.5253     0.0669
   2134.000    13.2287    12.9022    38.4805    29.1127    3.87319    168.055     1.1691     0.1584     0.0000    -1.6296     4.6218    93.5245     0.0669
   2135.000    13.2287    12.9022    38.4807    29.1127    3.87131    167.973     1.1689     0.1584     0.0000    -1.6296     4.6218    93.5245     0.0669
   2136.000    13.2288    12.9021    38.4808    29.1128    3.87131    167.973     1.1675     0.1578     0.0000    -1.6296     4.6218    93.5253     0.0669
   2137.000    13.2289    12.9021    38.4808    29.1128    3.87131    167.973     1.1613     0.1553     0.0000    -1.6296     4.6218    93.5239     0.0669
   2138.000    13.2291    12.9021    38.4807    29.1128    3.87131    167.973     1.1613     0.1553     0.0000    -1.6296     4.6218    93.5239     0.0669
   2139.000    13.2293    12.9021    38.4808    29.1128    3.87131    167.973     1.1601     0.1549     0.0000    -1.6296     4.6218    93.5239     0.0669
   2140.000    13.2294    12.9021    38.4809    29.1128    3.87247    168.023     1.1607     0.1551     0.0000    -1.6296     4.6218    93.5239     0.0669
   2141.000    13.2296    12.9021    38.4807    29.1128    3.87247    168.023     1.1607     0.1551     0.0000    -1.6296     4.6217    93.5232     0.0669
   2142.000    13.2297    12.9020    38.4808    29.1128    3.87637    168.193     1.1601     0.1549     0.0000    -1.6296     4.6217    93.5232     0.0669
   2143.000    13.2298    12.9020    38.4809    29.1128    3.87805    168.265     1.1593     0.1545     0.0000    -1.6296     4.6217    93.5232     0.0669
   2144.000    13.2299    12.9020    38.4807    29.1129    3.87851    168.285     1.1593     0.1545     0.0000    -1.6296     4.6216    93.5212     0.0670
   2145.000    13.2300    12.9019    38.4811    29.1131    3.88805    168.699     1.1593     0.1545     0.0000    -1.6296     4.6216    93.5212     0.0670
   2146.000    13.2302    12.9019    38.4810    29.1131    3.88805    168.699     1.1575     0.1538     0.0000    -1.6296     4.6216    93.5212     0.0670
   2147.000    13.2303    12.9019    38.4812    29.1131    3.88928    168.753     1.1590     0.1544     0.0000    -1.6296     4.6216    93.5212     0.0670
   2148.000    13.2306    12.9019    38.4809    29.1131    3.89017    168.791     1.1601     0.1549     0.0000    -1.6296     4.6216    93.5207     0.0670
   2149.000    13.2307    12.9018    38.4809    29.1131    3.89017    168.791     1.1590     0.1544     0.0000    -1.6296     4.6216    93.5207     0.0670
   2150.000    13.2308    12.9018    38.4811    29.1131    3.89017    168.791     1.1590     0.1544     0.0000    -1.6296     4.6216    93.5207     0.0670
   2151.000    13.2309    12.9018    38.4811    29.1131    3.89017    168.791     1.1601     0.1549     0.0000    -1.6296     4.6216    93.5207     0.0670
   2152.000    13.2310    12.9018    38.4810    29.1131    3.88208    168.440     1.1601     0.1549     0.0000    -1.6296     4.6216    93.5206     0.0670
   2153.000    13.2313    12.9018    38.4810    29.1131    3.88208    168.440     1.1560     0.1532     0.0000    -1.6296     4.6216    93.5207     0.0670
   2154.000    13.2314    12.9017    38.4810    29.1131    3.88208    168.440     1.1535     0.1522     0.0000    -1.6296     4.6216    93.5207     0.0670
   2155.000    13.2315    12.9017    38.4811    29.1131    3.88244    168.456     1.1535     0.1522     0.0000    -1.6296     4.6216    93.5205     0.0670
   2156.000    13.2317    12.9017    38.4810    29.1131    3.88244    168.456     1.1535     0.1522     0.0000    -1.6296     4.6216    93.5194     0.0670
   2157.000    13.2318    12.9017    38.4809    29.1131    3.88244    168.456     1.1607     0.1551     0.0000    -1.6296     4.6216    93.5205     0.0670
   2158.000    13.2319    12.9016    38.4811    29.1132    3.88244    168.456     1.1607     0.1551     0.0000    -1.6296     4.6216    93.5205     0.0670
   2159.000    13.2321    12.9016    38.4811    29.1132    3.88244    168.456     1.1607     0.1551     0.0000    -1.6296     4.6218    93.5234     0.0669
   2160.000    13.2321    12.9015    38.4812    29.1133    3.88274    168.469     1.1570     0.1536     0.0000    -1.6296     4.6218    93.5239     0.0669
   2161.000    13.2323    12.9015    38.4812    29.1133    3.88274    168.469     1.1570     0.1536     0.0000    -1.6296     4.6218    93.5239     0.0669
   2162.000    13.2324    12.9015    38.4813    29.1133    3.88274    168.469     1.1570     0.1536     0.0000    -1.6296     4.6218    93.5234     0.0669
   2163.000    13.2327    12.9014    38.4811    29.1133    3.87683    168.212     1.1642     0.1565     0.0000    -1.6296     4.6218    93.5234     0.0669
   2164.000    13.2327    12.9014    38.4812    29.1133    3.87617    168.184     1.1642     0.1565     0.0000    -1.6296     4.6218    93.5234     0.0669
   2165.000    13.2329    12.9014    38.4813    29.1133    3.87591    168.172     1.1645     0.1566     0.0000    -1.6296     4.6218    93.5234     0.0669
   2166.000    13.2331    12.9014    38.4812    29.1133    3.87018    167.924     1.1645     0.1566     0.0000    -1.6296     4.6218    93.5250     0.0669
   2167.000    13.2331    12.9014    38.4815    29.1133    3.87018    167.924     1.1621     0.1556     0.0000    -1.6296     4.6219    93.5257     0.0669
   2168.000    13.2333    12.9014    38.4814    29.1134    3.87018    167.924     1.1598     0.1547     0.0000    -1.6296     4.6221    93.5302     0.0669
   2169.000    13.2337    12.9014    38.4811    29.1134    3.87193    167.999     1.1594     0.1546     0.0000    -1.6296     4.6221    93.5313     0.0668
   2170.000    13.2338    12.9015    38.4813    29.1134    3.87758    168.245     1.1594     0.1546     0.0000    -1.6296     4.6221    93.5313     0.0668
   2171.000    13.2340    12.9016    38.4812    29.1133    3.88083    168.386     1.1566     0.1535     0.0000    -1.6296     4.6221    93.5302     0.0669
   2172.000    13.2341    12.9015    38.4813    29.1134    3.88143    168.412     1.1586     0.1542     0.0000    -1.6296     4.6220    93.5285     0.0669
   2173.000    13.2343    12.9015    38.4811    29.1133    3.88360    168.506     1.1566     0.1535     0.0000    -1.6296     4.6219    93.5261     0.0669
   2174.000    13.2344    12.9015    38.4813    29.1134    3.88611    168.615     1.1565     0.1534     0.0000    -1.6296     4.6219    93.5261     0.0669
   2175.000    13.2346    12.9015    38.4812    29.1133    3.88611    168.615     1.1565     0.1534     0.0000    -1.6296     4.6220    93.5277     0.0669
   2176.000    13.2347    12.9015    38.4813    29.1133    3.88611    168.615     1.1586     0.1542     0.0000    -1.6296     4.6220    93.5284     0.0669
   2177.000    13.2349    12.9015    38.4812    29.1133    3.88611    168.615     1.1598     0.1547     0.0000    -1.6296     4.6220    93.5277     0.0669
   2178.000    13.2351    12.9015    38.4812    29.1133    3.88611    168.615     1.1598     0.1547     0.0000    -1.6296     4.6220    93.5277     0.0669
   2179.000    13.2353    12.9015    38.4811    29.1132    3.88618    168.618     1.1598     0.1547     0.0000    -1.6296     4.6220    93.5277     0.0669
   2180.000    13.2355    12.9015    38.4811    29.1132    3.89165    168.855     1.1563     0.1533     0.0000    -1.6296     4.6220    93.5284     0.0669
   2181.000    13.2356    12.9015    38.4811    29.1132    3.89410    168.961     1.1563     0.1533     0.0000    -1.6296     4.6220    93.5294     0.0669
   2182.000    13.2357    12.9015    38.4813    29.1132    3.89410    168.961     1.1556     0.1531     0.0000    -1.6296     4.6221    93.5301     0.0669
   2183.000    13.2361    12.9015    38.4811    29.1132    3.89410    168.961     1.1531     0.1521     0.0000    -1.6296     4.6221    93.5301     0.0669
   2184.000    13.2361    12.9015    38.4811    29.1132    3.89410    168.961     1.1531     0.1521     0.0000    -1.6296     4.6220    93.5294     0.0669
   2185.000    13.2363    12.9015    38.4811    29.1132    3.89410    168.961     1.1503     0.1510     0.0000    -1.6296     4.6221    93.5301     0.0669
   2186.000    13.2363    12.9015    38.4812    29.1132    3.89686    169.081     1.1485     0.1503     0.0000    -1.6296     4.6220    93.5280     0.0669
   2187.000    13.2366    12.9015    38.4811    29.1132    3.89686    169.081     1.1475     0.1499     0.0000    -1.6296     4.6220    93.5280     0.0669
   2188.000    13.2368    12.9015    38.4810    29.1132    3.89828    169.143     1.1461     0.1494     0.0000    -1.6296     4.6221    93.5301     0.0669
   2189.000    13.2368    12.9015    38.4812    29.1132    3.89828    169.143     1.1475     0.1499     0.0000    -1.6296     4.6221    93.5307     0.0668
   2190.000    13.2371    12.9014    38.4811    29.1133    3.89762    169.114     1.1485     0.1503     0.0000    -1.6296     4.6221    93.5313     0.0668
   2191.000    13.2372    12.9014    38.4812    29.1133    3.89762    169.114     1.1491     0.1505     0.0000    -1.6296     4.6223    93.5352     0.0668
   2192.000    13.2373    12.9014    38.4813    29.1133    3.89762    169.114     1.1562     0.1533     0.0000    -1.6296     4.6223    93.5352     0.0668
   2193.000    13.2376    12.9014    38.4811    29.1133    3.89599    169.044     1.1562     0.1533     0.0000    -1.6296     4.6223    93.5352     0.0668
   2194.000    13.2377    12.9014    38.4812    29.1133    3.89599    169.044     1.1562     0.1533     0.0000    -1.6296     4.6225    93.5398     0.0667
   2195.000    13.2378    12.9015    38.4813    29.1133    3.89458    168.982     1.1503     0.1510     0.0000    -1.6296     4.6225    93.5398     0.0667
   2196.000    13.2381    12.9014    38.4812    29.1133    3.89458    168.982     1.1503     0.1510     0.0000    -1.6296     4.6225    93.5382     0.0668
   2197.000    13.2382    12.9014    38.4812    29.1133    3.89458    168.982     1.1503     0.1510     0.0000    -1.6296     4.6225    93.5382     0.0668
   2198.000    13.2382    12.9014    38.4814    29.1133    3.88647    168.630     1.1607     0.1551     0.0000    -1.6296     4.6222    93.5331     0.0668
   2199.000    13.2385    12.9014    38.4812    29.1134    3.88647    168.630     1.1633     0.1561     0.0000    -1.6296     4.6222    93.5331     0.0668
   2200.000    13.2386    12.9013    38.4813    29.1134    3.88647    168.630     1.1633     0.1561     0.0000    -1.6296     4.6223    93.5349     0.0668
   2201.000    13.2387    12.9013    38.4812    29.1134    3.89379    168.948     1.1633     0.1561     0.0000    -1.6296     4.6220    93.5296     0.0669
   2202.000    13.2389    12.9013    38.4812    29.1134    3.89379    168.948     1.1528     0.1520     0.0000    -1.6296     4.6222    93.5332     0.0668
   2203.000    13.2389    12.9013    38.4814    29.1133    3.89379    168.948     1.1528     0.1520     0.0000    -1.6296     4.6222    93.5332     0.0668
   2204.000    13.2392    12.9013    38.4812    29.1133    3.89379    168.948     1.1528     0.1520     0.0000    -1.6296     4.6222    93.5324     0.0668
   2205.000    13.2394    12.9013    38.4812    29.1133    3.89379    168.948     1.1532     0.1521     0.0000    -1.6296     4.6220    93.5291     0.0669
   2206.000    13.2395    12.9013    38.4813    29.1133    3.89189    168.866     1.1532     0.1521     0.0000    -1.6296     4.6220    93.5291     0.0669
   2207.000    13.2397    12.9013    38.4812    29.1134    3.89189    168.866     1.1539     0.1524     0.0000    -1.6296     4.6219    93.5269     0.0669
   2208.000    13.2397    12.9012    38.4812    29.1134    3.89189    168.866     1.1539     0.1524     0.0000    -1.6296     4.6219    93.5266     0.0669
   2209.000    13.2398    12.9011    38.4812    29.1134    3.89189    168.866     1.1557     0.1531     0.0000    -1.6296     4.6219    93.5265     0.0669
   2210.000    13.2401    12.9011    38.4813    29.1134    3.89187    168.864     1.1563     0.1533     0.0000    -1.6296     4.6219    93.5265     0.0669
   2211.000    13.2401    12.9011    38.4814    29.1134    3.89085    168.820     1.1563     0.1533     0.0000    -1.6296     4.6219    93.5269     0.0669
   2212.000    13.2403    12.9011    38.4812    29.1134    3.89085    168.820     1.1557     0.1531     0.0000    -1.6296     4.6220    93.5278     0.0669
   2213.000    13.2406    12.9011    38.4812    29.1134    3.89085    168.820     1.1529     0.1520     0.0000    -1.6296     4.6222    93.5337     0.0668
   2214.000    13.2406    12.9011    38.4814    29.1134    3.88817    168.704     1.1529     0.1520     0.0000    -1.6296     4.6223    93.5351     0.0668
   2215.000    13.2409    12.9011    38.4813    29.1134    3.88427    168.535     1.1529     0.1520     0.0000    -1.6296     4.6223    93.5353     0.0668
   2216.000    13.2410    12.9011    38.4813    29.1135    3.88177    168.426     1.1528     0.1520     0.0000    -1.6296     4.6222    93.5337     0.0668
   2217.000    13.2411    12.9011    38.4813    29.1134    3.88177    168.426     1.1533     0.1522     0.0000    -1.6296     4.6223    93.5341     0.0668
   2218.000    13.2413    12.9011    38.4813    29.1135    3.88177    168.426     1.1565     0.1534     0.0000    -1.6296     4.6223    93.5353     0.0668
   2219.000    13.2415    12.9011    38.4812    29.1135    3.88727    168.665     1.1565     0.1534     0.0000    -1.6296     4.6223    93.5341     0.0668
   2220.000    13.2415    12.9011    38.4814    29.1135    3.89272    168.901     1.1550     0.1528     0.0000    -1.6296     4.6223    93.5341     0.0668
   2221.000    13.2418    12.9010    38.4814    29.1135    3.89340    168.931     1.1565     0.1534     0.0000    -1.6296     4.6223    93.5341     0.0668
   2222.000    13.2419    12.9010    38.4814    29.1135    3.89509    169.004     1.1575     0.1538     0.0000    -1.6296     4.6220    93.5296     0.0669
   2223.000    13.2421    12.9010    38.4813    29.1135    3.89582    169.036     1.1575     0.1538     0.0000    -1.6296     4.6220    93.5296     0.0669
   2224.000    13.2421    12.9009    38.4815    29.1136    3.89641    169.061     1.1662     0.1572     0.0000    -1.6296     4.6220    93.5296     0.0669
   2225.000    13.2422    12.9009    38.4815    29.1136    3.90315    169.354     1.1662     0.1572     0.0000    -1.6296     4.6220    93.5296     0.0669
   2226.000    13.2424    12.9009    38.4815    29.1136    3.90315    169.354     1.1662     0.1572     0.0000    -1.6296     4.6220    93.5296     0.0669
   2227.000    13.2427    12.9009    38.4814    29.1136    3.90315    169.354     1.1596     0.1547     0.0000    -1.6296     4.6220    93.5281     0.0669
   2228.000    13.2428    12.9009    38.4815    29.1136    3.89871    169.161     1.1522     0.1517     0.0000    -1.6296     4.6219    93.5265     0.0669
   2229.000    13.2431    12.9009    38.4812    29.1135    3.89820    169.139     1.1522     0.1517     0.0000    -1.6296     4.6220    93.5281     0.0669
   2230.000    13.2431    12.9009    38.4815    29.1135    3.89801    169.131     1.1522     0.1517     0.0000    -1.6296     4.6220    93.5281     0.0669
   2231.000    13.2433    12.9009    38.4813    29.1135    3.89530    169.013     1.1545     0.1526     0.0000    -1.6296     4.6220    93.5295     0.0669
   2232.000    13.2435    12.9009    38.4813    29.1135    3.89433    168.971     1.1550     0.1528     0.0000    -1.6296     4.6221    93.5312     0.0668
   2233.000    13.2436    12.9009    38.4814    29.1135    3.89433    168.971     1.1550     0.1528     0.0000    -1.6296     4.6221    93.5312     0.0668
   2234.000    13.2437    12.9009    38.4814    29.1136    3.89424    168.967     1.1607     0.1551     0.0000    -1.6296     4.6220    93.5295     0.0669
   2235.000    13.2439    12.9008    38.4814    29.1136    3.89424    168.967     1.1628     0.1559     0.0000    -1.6296     4.6220    93.5282     0.0669
   2236.000    13.2440    12.9008    38.4814    29.1136    3.89424    168.967     1.1628     0.1559     0.0000    -1.6296     4.6219    93.5273     0.0669
   2237.000    13.2441    12.9008    38.4815    29.1136    3.88828    168.708     1.1634     0.1562     0.0000    -1.6296     4.6219    93.5273     0.0669
   2238.000    13.2444    12.9008    38.4814    29.1136    3.88773    168.685     1.1639     0.1564     0.0000    -1.6296     4.6220    93.5280     0.0669
   2239.000    13.2445    12.9008    38.4814    29.1136    3.88773    168.685     1.1639     0.1564     0.0000    -1.6296     4.6219    93.5273     0.0669
   2240.000    13.2446    12.9008    38.4815    29.1136    3.88773    168.685     1.1634     0.1562     0.0000    -1.6296     4.6219    93.5273     0.0669
   2241.000    13.2448    12.9007    38.4814    29.1136    3.89096    168.825     1.1639     0.1564     0.0000    -1.6296     4.6219    93.5265     0.0669
   2242.000    13.2449    12.9007    38.4815    29.1137    3.89144    168.845     1.1651     0.1568     0.0000    -1.6296     4.6218    93.5253     0.0669
   2243.000    13.2451    12.9007    38.4815    29.1137    3.89144    168.845     1.1628     0.1559     0.0000    -1.6296     4.6218    93.5241     0.0669
   2244.000    13.2452    12.9007    38.4817    29.1137    3.89144    168.845     1.1628     0.1559     0.0000    -1.6296     4.6217    93.5230     0.0669
   2245.000    13.2454    12.9007    38.4815    29.1137    3.89029    168.796     1.1635     0.1562     0.0000    -1.6296     4.6217    93.5216     0.0670
   2246.000    13.2456    12.9007    38.4815    29.1137    3.88663    168.637     1.1623     0.1557     0.0000    -1.6296     4.6217    93.5216     0.0670
   2247.000    13.2458    12.9007    38.4815    29.1137    3.88322    168.489     1.1613     0.1553     0.0000    -1.6296     4.6217    93.5216     0.0670
